id,nom,pays,naissance,sexe,id,titre,annee,nbSpectateurs,idRealisateur,idGenre
8296,Christophe Gans,France,1960-03-11,M,6312,Le Pacte des loups,2001,8844113,8296,12
17883,David O. Russell,USA,1958-08-20,M,6415,Les Rois du désert,1999,13500000,17883,28
20849,Étienne Chatiliez,France,1952-06-17,M,6444,Tatie Danielle,1990,,20849,35
10943,Francis Lawrence,Austria,1970-03-26,M,6479,Je suis une légende,2007,73168626,10943,18
5231,Wolfgang Petersen,Germany,1941-03-14,M,6950,Alerte !,1995,23732445,5231,28
1223,Joel Coen,USA,1954-11-29,M,6977,No Country For Old Men,2007,21453395,1223,80
648,Philip Kaufman,USA,1936-10-23,M,7007,Soleil levant,1993,13399848,648,28
51875,Andrew V. McLaglen,UK,1920-07-28,M,7010,Les Oies sauvages,1978,,51875,28
52342,Olivier Marchal,France,1958-11-14,M,7291,36 quai des Orfèvres,2004,,52342,80
52405,Michael Hoffman,USA,1956-11-30,M,7300,Un beau jour,1996,12191193,52405,35
18878,Rob Cohen,USA,1949-03-12,M,7451,xXx,2002,34681047,18878,28
43141,Pete Travis,England,,M,7461,Angles d'attaque,2008,18895186,43141,18
17268,Ronny Yu,China,,M,7549,Le Maître d'armes,2006,871408,17268,18
893,Tony Scott,UK,1944-06-21,M,7551,Déjà vu,2006,22569693,893,28
4945,Joe Johnston,USA,1950-05-13,M,7978,Wolfman,2010,,4945,27
12995,Marc Forster,Germany,1969-11-30,M,7979,Les Cerfs-Volants De Kaboul,2007,9159505,12995,18
108,Peter Jackson,New Zealand,1961-10-31,M,7980,Lovely Bones,2009,11690698,108,14
53334,Jim Sheridan,Ireland,1949-02-06,M,7984,Au nom du père,1993,8224607,53334,18
15488,Ken Loach,UK,1936-06-17,M,7992,It's a Free World...,2007,,15488,18
52968,Russell Mulcahy,Australia,1953-06-23,M,8009,Highlander,1986,737500,52968,12
52968,Russell Mulcahy,Australia,1953-06-23,M,8010,"Highlander, Le Retour",1991,1944542,52968,14
280,Terry Gilliam,USA,1940-11-22,M,8054,L'imaginarium du Docteur Parnassus,2009,8044075,280,12
36797,Robert Luketic,Australia,1973-11-01,M,8065,Las Vegas 21,2008,8727899,36797,18
3776,Jean-Luc Godard,France,1930-12-03,M,8071,Tout va bien,1972,,3776,18
3776,Jean-Luc Godard,France,1930-12-03,M,8072,Alphaville,1965,,3776,18
15488,Ken Loach,UK,1936-06-17,M,8129,My Name Is Joe,1998,,15488,18
13776,John Frankenheimer,USA,1930-02-19,M,8195,Ronin,1998,8836512,13776,28
108,Peter Jackson,New Zealand,1961-10-31,M,8216,Les Feebles,1989,,108,35
37627,Dany Boon,France,1966-06-26,M,8265,Bienvenue chez les Ch'tis,2008,6648985,37627,35
48408,Serge Boutleroff,,,,8266,Les femmes de l'ombre,2008,,48408,28
17520,Cédric Klapisch,France,1961-09-04,M,8279,Paris,2008,2943750,17520,18
11195,Gérard Oury,France,1919-04-29,M,8290,La Grande Vadrouille,1966,,11195,35
24,Robert Zemeckis,USA,1951-05-14,M,8358,Seul au monde,2000,53704017,24,12
608,Hayao Miyazaki,Japan,1941-01-05,M,8392,Mon voisin Totoro,1988,,608,14
55379,Yann Samuell,France,1965-06-07,M,8424,Jeux d'enfants,2003,,55379,18
21175,Michel Blanc,France,1952-04-16,M,8434,Embrassez qui vous voudrez,2002,,21175,35
11151,Nick Cassavetes,USA,1959-05-21,M,8470,John Q.,2002,12780596,11151,18
17167,Andy Tennant,USA,1955-06-15,M,8488,"Hitch, expert en séduction",2005,46012552,17167,35
51984,Mimi Leder,USA,1952-01-26,F,8656,Deep Impact,1998,43683083,51984,28
10808,Stephen Norrington,UK,1964-01-01,M,8698,La Ligue des Gentlemen Extraordinaires,2003,22408150,10808,14
56225,Olivier Van Hoofstadt,,,,8736,Dikkenek,2006,,56225,35
55968,Rodolphe Marconi,,,,8772,Le Dernier jour,2004,,55968,18
7187,Richard Donner,USA,1930-04-24,M,8834,Complots,1997,17122854,7187,28
18878,Rob Cohen,USA,1949-03-12,M,8840,Cœur de dragon,1996,14408421,18878,14
6159,Ron Howard,USA,1954-03-01,M,8871,Le Grinch,2000,43142675,6159,10751
38883,Arnaud Desplechin,France,1960-10-31,M,8892,Un conte de Noël,2008,919549,38883,18
36602,Peter Berg,USA,1964-03-11,M,8960,Hancock,2008,78003671,36602,14
865,Michael Bay,USA,1965-02-17,M,8961,Bad Boys II,2003,34167444,865,12
29605,Mikael Håfström,Sweden,1960-07-01,M,8999,Dérapage,2005,7184884,29605,18
12079,Kelly Asbury,USA,1960-01-15,M,9023,"Spirit, l'étalon des plaines",2002,15320442,12079,37
56755,Patricia Birch,USA,,F,9037,Grease 2,1982,1896434,56755,35
27436,Costa-Gavras,Greece,1933-02-12,M,9045,Amen.,2002,,27436,18
10491,Paul Verhoeven,Netherlands,1938-07-18,M,9075,Black book,2006,3274133,10491,18
15111,Jean-Claude Van Damme,Belgium,1960-10-18,M,9103,Le Grand Tournoi,1996,7175068,15111,28
9894,Bernhard Wicki,Austria,1919-10-28,M,9289,Le Jour le plus long,1962,6262500,9894,18
57199,Mark Mylod,,,M,9298,Ali G,2002,3237500,57199,35
2460,Randall Wallace,USA,1949-07-28,M,9313,L'Homme au masque de fer,1998,22871112,2460,28
39138,Jean Girault,France,1924-05-09,M,9317,La soupe aux choux,1981,,39138,35
59,Luc Besson,France,1959-03-18,M,9322,Nikita,1990,625000,59,28
10702,Martin Campbell,USA,1943-10-24,M,9342,Le Masque de Zorro,1998,31286065,10702,28
2406,Mathieu Kassovitz,France,1967-08-03,M,9381,Babylon A.D.,2008,9013576,2406,28
58384,Anthony Waller,Lebanon,1959-10-24,M,9406,Le Loup-garou de Paris,1997,3321307,58384,27
38507,Francis Veber,France,1937-07-28,M,9421,Le Dîner de cons,1998,9824938,38507,35
58220,Hugh Hudson,UK,1936-08-25,M,9443,Les Chariots de Feu,1981,7371613,58220,18
57832,Daniel Lee,,,M,9460,Black Mask,1996,,57832,28
7879,John Lasseter,USA,1957-01-12,M,9487,1001 pattes,1998,45407357,7879,12
54441,James Ivory,USA,1928-06-07,M,9499,Le divorce,2003,1623999,54441,35
893,Tony Scott,UK,1944-06-21,M,9509,Man on Fire,2004,16286714,893,28
10586,Richard Lester,U.S.,1932-01-19,M,9531,Superman III,1983,9481328,10586,35
57962,Mort Nathan,,,M,9557,Boat Trip,2002,1073297,57962,35
4586,Pitof,France,1957-07-04,M,9597,Vidocq,2001,,4586,14
21370,Roger Donaldson,Australia,1945-11-15,M,9619,Le Pic de Dante,1997,22265970,21370,28
11401,John Woo,China,1946-09-22,M,9620,Paycheck,2003,11928439,11401,28
37932,F. Gary Gray,USA,1969-07-17,M,9631,Négociateur,1998,5568460,37932,28
40307,John Maybury,UK,1958-03-25,M,9667,The Jacket,2005,2640778,40307,53
1776,Francis Ford Coppola,USA,1939-04-07,M,9686,New York Stories,1989,,1776,35
1243,Woody Allen,USA,1935-12-01,M,9716,Tout le monde dit I love you,1996,,1243,10402
55710,Adam McKay,USA,1968-04-17,M,9718,Ricky Bobby : roi du circuit,2006,20370772,55710,35
865,Michael Bay,USA,1965-02-17,M,9737,Bad Boys,1995,17675878,865,28
27436,Costa-Gavras,Greece,1933-02-12,M,9770,Mad City,1997,1317690,27436,28
16294,Jonathan Demme,USA,1944-02-22,M,9800,Philadelphia,1993,25834805,16294,18
865,Michael Bay,USA,1965-02-17,M,9802,Rock,1996,41882827,865,28
21879,Simon Wells,England,1961-01-01,M,9837,Le prince d'Égypte,1998,27326648,21879,12
60237,John A. Davis,USA,1963-07-04,M,9906,"Lucas, fourmi malgré lui",2006,6897641,60237,14
6349,Alan J. Pakula,USA,1928-04-07,M,9944,L'affaire Pélican,1993,24408507,6349,18
17046,Gary Winick,USA,1961-03-31,M,9986,Le Petit monde de Charlotte,2006,18000000,17046,35
59,Luc Besson,France,1959-03-18,M,9992,Arthur et les Minimoys,2006,13493029,59,12
190,Clint Eastwood,USA,1930-05-31,M,10015,Le Maître de guerre,1986,5340502,190,28
20739,Adam Shankman,USA,1964-11-27,M,10022,Baby-Sittor,2005,24829608,20739,35
18865,Louis Leterrier,France,1973-06-17,M,10027,Danny the Dog,2005,6358889,18865,28
59,Luc Besson,France,1959-03-18,M,10047,Jeanne d'Arc,1999,8372039,59,12
1963,Danièle Thompson,Monaco,1942-01-03,F,10051,Fauteuils d'orchestre,2006,,1963,35
63174,Rémy Belvaux,Belgium,1966-11-10,M,10086,C'est arrivé près de chez vous,1992,,63174,35
13848,Charlie Chaplin,UK,1889-04-16,M,10098,Le Kid,1921,312500,13848,35
29009,Ken Kwapis,USA,1957-08-17,M,10184,Ce que pensent les hommes,2009,22358269,29009,35
8,Lee Unkrich,USA,1967-08-08,M,10193,Toy Story 3,2010,133371212,8,16
11181,Kenneth Branagh,UK,1960-12-10,M,10195,Thor,2011,56165827,11181,12
33405,Gillies MacKinnon,UK,1948-01-08,M,10209,Marrakech Express,1998,,33405,10749
52405,Michael Hoffman,USA,1956-11-30,M,10210,Le Songe d'une nuit d'été,1999,,52405,14
11201,Claude Zidi,France,,M,10260,Les Ripoux,1984,,11201,35
5281,Spike Lee,USA,1957-03-20,M,10279,Summer of Sam,1999,2411016,5281,53
64909,Jean-Marie Poiré,France,1945-07-10,M,10353,Les Couloirs du Temps : Les Visiteurs 2,1998,,64909,35
190,Clint Eastwood,USA,1930-05-31,M,10354,Jugé coupable,1999,,190,80
7087,Brad Bird,USA,1957-09-11,M,10386,Le géant de fer,1999,2894913,7087,12
5342,Mike Nichols,Germany,1931-11-06,M,10395,Wolf,1994,16375324,5342,14
11057,Robert Towne,USA,1934-11-23,M,10396,Tequila Sunrise,1988,,11057,28
13563,Norman Jewison,Canada,1926-07-21,M,10400,Hurricane Carter,1999,9244530,13563,18
37626,Patrice Leconte,France,1947-11-12,M,10401,La Fille sur le pont,1999,,37626,18
65190,Philip G. Atwell,,,M,10431,Rogue : L'ultime affrontement,2007,5056580,65190,28
23724,Patrice Chéreau,France,1944-11-02,M,10452,La Reine Margot,1994,,23724,18
38507,Francis Veber,France,1937-07-28,M,10484,Les compères,1983,,38507,35
608,Hayao Miyazaki,Japan,1941-01-05,M,10515,Le Château dans le ciel,1986,,608,12
39138,Jean Girault,France,1924-05-09,M,10516,Le Gendarme et les Extra-terrestres,1979,,39138,35
18863,Eric Darnell,,,M,10527,Madagascar 2,2008,75487544,18863,10751
37710,Peter Hyams,U.S.,1943-07-26,M,10540,Outland... Loin de la Terre,1981,2171824,37710,878
12058,Vicky Jenson,USA,1960-03-04,F,10555,Gang de requins,2004,45909377,12058,16
26760,Tsui Hark,Vietnam,1950-02-15,M,10617,Il était une fois en Chine,1991,478307,26760,28
26760,Tsui Hark,Vietnam,1950-02-15,M,10618,Il était une fois en Chine 2 : La Secte du lotus blanc,1992,3799959,26760,28
10765,Andrzej Bartkowiak,Poland,1950-03-06,M,10623,En sursis,2003,7061194,10765,28
52358,Boaz Yakin,New York City,1966-06-20,M,10637,Le Plus Beau des combats,2000,17088335,52358,18
190,Clint Eastwood,USA,1930-05-31,M,10650,Le Retour de l'inspecteur Harry,1983,8455336,190,80
59,Luc Besson,France,1959-03-18,M,10656,Subway,1985,48832,59,28
28279,Agnès Jaoui,Francia,1964-10-19,F,10697,Le goût des autres,2000,,28279,18
12995,Marc Forster,Germany,1969-11-30,M,10764,Quantum of Solace,2008,73261340,12995,12
108,Peter Jackson,New Zealand,1961-10-31,M,10779,Fantômes contre fantômes,1996,3669902,108,27
2352,Jean-Jacques Annaud,France,1943-10-01,M,10792,Coup de tête,1979,,2352,35
19866,Guillaume Canet,France,1973-04-10,M,10795,Ne le dis à personne,2006,,19866,18
57134,James Wong,China,1959-04-20,M,10796,The One,2001,9087500,57134,28
608,Hayao Miyazaki,Japan,1941-01-05,M,10840,On Your Mark,1995,,608,10402
25182,Yves Robert,France,1920-06-21,M,10939,Le retour du grand blond,1974,,25182,35
16853,Jessie Nelson,USA,,F,10950,Sam je suis sam,2001,11567802,16853,18
6349,Alan J. Pakula,USA,1928-04-07,M,11092,Présumé innocent,1990,27662898,6349,53
48583,Anne Fontaine,Luxembourg,1959-07-15,F,11156,Coco avant Chanel,2009,,48583,18
1255,David Mamet,USA,1947-11-30,M,11169,Spartan,2004,1014089,1255,9648
37626,Patrice Leconte,France,1947-11-12,M,11183,Les Bronzés,1978,,37626,35
133259,Arthur Hiller,Canada,1923-11-22,M,11185,"Pas nous, pas nous",1989,5863623,133259,80
59,Luc Besson,France,1959-03-18,M,11227,Angel-A,2005,1249396,59,10749
67767,Hal Needham,USA,1931-03-06,M,11286,L'Équipée du cannonball,1981,9022447,67767,35
20646,Gabriele Muccino,Italy,1967-05-20,M,11321,Sept vies,2008,21020961,20646,18
1032,Martin Scorsese,USA,1942-11-17,M,11324,Shutter Island,2010,36850524,1032,18
3556,Roman Polanski,France,1933-08-18,M,11439,The Ghost Writer,2010,7527787,3556,53
38507,Francis Veber,France,1937-07-28,M,11444,Le Placard,2001,,38507,35
69537,Hervé Palud,France,1953-04-14,M,11479,Un Indien dans la ville,1994,,69537,12
3974,Miloš Forman,Československo,1932-02-18,M,11515,Les Fantômes de Goya,2006,1181010,3974,18
280,Terry Gilliam,USA,1940-11-22,M,11559,Tideland,2005,70826,280,14
69987,Jérôme Salle,France,1967-05-11,M,11604,Anthony Zimmer,2005,,69987,18
9168,Alan Parker,UK,1944-02-14,M,11615,La Vie de David Gale,2003,4869449,9168,18
33183,David Bowers,UK,,M,11619,Souris City,2006,22265001,33183,12
608,Hayao Miyazaki,Japan,1941-01-05,M,11621,Porco Rosso,1992,,608,35
71068,Phyllida Lloyd,UK,1957-06-17,F,11631,Mamma Mia !,2008,76230204,71068,35
22808,Laurence Malkin,,,M,11650,Five Fingers,2006,,22808,18
3831,Jean-Pierre Melville,France,1917-10-20,M,11657,Le Cercle rouge,1970,,3831,18
70221,Christian Carion,France,1963-01-04,M,11661,Joyeux Noël,2005,2213644,70221,10749
16862,Claude Lelouch,France,1937-10-30,M,11666,"La vie, l'amour, la mort",1969,,16862,18
16862,Claude Lelouch,France,1937-10-30,M,11672,Une fille et des fusils,1965,,16862,80
64909,Jean-Marie Poiré,France,1945-07-10,M,11687,Les Visiteurs,1993,,64909,14
37626,Patrice Leconte,France,1947-11-12,M,11796,Le mari de la coiffeuse,1990,,37626,35
10723,Mike Newell,UK,1942-03-28,M,11820,Le Sourire de Mona Lisa,2003,,10723,18
280,Terry Gilliam,USA,1940-11-22,M,11834,Jabberwocky,1977,,280,14
2226,Sydney Pollack,USA,1934-07-01,M,11860,Sabrina,1995,6709010,2226,35
24389,Denys de La Patellière,France,1921-03-08,M,11912,Le Tatoué,1968,,24389,35
39138,Jean Girault,France,1924-05-09,M,11913,Le Gendarme en balade,1970,,39138,35
24425,Serge Korber,France,1936-02-01,M,11914,Sur un arbre perché,1971,,24425,35
39138,Jean Girault,France,1924-05-09,M,11915,Le Gendarme et les Gendarmettes,1982,,39138,35
17520,Cédric Klapisch,France,1961-09-04,M,11958,"Ni pour, ni contre (bien au contraire)",2003,,17520,18
25182,Yves Robert,France,1920-06-21,M,12089,Le Grand Blond avec une chaussure noire,1972,,25182,35
37626,Patrice Leconte,France,1947-11-12,M,12111,Les Spécialistes,1985,,37626,12
578,Ridley Scott,UK,1937-11-30,M,12113,Mensonges d'État,2008,14160012,578,28
608,Hayao Miyazaki,Japan,1941-01-05,M,12429,Ponyo sur la falaise,2008,25300501,608,16
11343,David Yates,UK,1963-11-30,M,12444,Harry Potter et les Reliques de la mort : 1ère partie,2010,119288233,11343,12
11343,David Yates,UK,1963-11-30,M,12445,Harry Potter et les Reliques de la mort : 2ème partie,2011,167688902,11343,14
72467,Thaddeus O'Sullivan,,,M,12490,Ordinary Decent Criminal,2000,,72467,35
72667,Gilles Mimouni,,,,12531,L'Appartement,1996,,72667,9648
37626,Patrice Leconte,France,1947-11-12,M,12709,Ridicule,1996,312978,37626,35
25182,Yves Robert,France,1920-06-21,M,12717,Le Château de ma mère,1990,,25182,12
74112,Fabien Onteniente,France,1958-04-27,M,13043,Camping,2006,,74112,35
20073,Alexandra Leclère,Francia,,F,13045,Le prix à payer,2007,,20073,35
190,Clint Eastwood,USA,1930-05-31,M,13223,Gran Torino,2008,33744778,190,18
77458,David Von Ancken,,,M,13249,Seraphim Falls,2006,149538,77458,28
6047,Jeffrey Nachmanoff,USA,,M,13291,Trahison,2008,2941353,6047,18
15488,Ken Loach,UK,1936-06-17,M,13384,Kes,1970,,15488,18
6159,Ron Howard,USA,1954-03-01,M,13448,Anges & Démons,2009,44576679,6159,53
18209,Claude Miller,France,1942-02-20,M,13726,Un secret,2007,,18209,18
74112,Fabien Onteniente,France,1958-04-27,M,13727,Disco,2008,,74112,35
14606,Albert Dupontel,France,1964-01-11,M,13728,Enfermés dehors,2006,458348,14606,35
123979,Philippe Harel,,,,13735,Les Randonneurs à Saint-Tropez,2008,,123979,35
9181,Edward Zwick,USA,1952-10-08,M,13813,Les insurgés,2008,6394402,9181,28
510,Tim Burton,USA,1958-08-25,M,13885,Sweeney Todd : Le Diabolique Barbier de Fleet Street,2007,19000000,510,18
11195,Gérard Oury,France,1919-04-29,M,14257,La Folie des grandeurs,1971,,11195,35
52870,Tim Johnson,,,M,14411,"Sinbad, la légende des sept mers",2003,10095985,52870,10751
16294,Jonathan Demme,USA,1944-02-22,M,14462,Un Crime dans la tête,2004,12013245,16294,18
64909,Jean-Marie Poiré,France,1945-07-10,M,14645,Le Père Noël est une ordure,1982,,64909,35
17520,Cédric Klapisch,France,1961-09-04,M,14646,Un air de famille,1996,,17520,35
112197,Yann Moix,France,,M,14648,Podium,2004,,112197,35
52342,Olivier Marchal,France,1958-11-14,M,14765,MR 73,2008,,52342,80
7775,Stephen Sommers,USA,1962-03-20,M,14869,G.I. Joe : Le Réveil du Cobra,2009,37808627,7775,12
16862,Claude Lelouch,France,1937-10-30,M,14949,Roman de gare,2007,,16862,18
57434,Amy Heckerling,USA,1954-05-07,F,15019,Trop jeune pour elle,2007,1197061,57434,35
27436,Costa-Gavras,Greece,1933-02-12,M,15036,Eden à l'ouest,2009,,27436,18
44554,Alain Berbérian,Liban,1953-07-02,M,15097,La Cité de la Peur,1994,,44554,35
21981,Harald Zwart,Netherlands,1965-07-01,M,15159,La Panthère rose 2,2009,9483879,21981,35
58324,Jean-François Richet,France,1966-07-02,M,15362,Mesrine : L'Ennemi public n°1,2008,,58324,28
608,Hayao Miyazaki,Japan,1941-01-05,M,15371,Le Château de Cagliostro,1979,,608,12
3831,Jean-Pierre Melville,France,1917-10-20,M,15383,L'Armée des ombres,1969,92720,3831,10752
3831,Jean-Pierre Melville,France,1917-10-20,M,15390,Les Enfants terribles,1950,,3831,18
43993,Christophe Barratier,France,1963-06-17,M,15457,Faubourg 36,2008,106321,43993,18
67717,Michel Hazanavicius,France,1967-03-29,M,15588,OSS 117 : Rio ne répond plus,2009,,67717,80
78489,Laurent Tuel,,,,15638,Le Premier cercle,2009,,78489,28
144812,Pascale Pouzadoux,,,,15709,De l'autre côté du lit,2008,,144812,35
82289,Jean-Paul Lilienfeld,France,1962-07-17,M,16277,La Journée de la jupe,2008,,82289,18
80698,Rob LaDuca,,,M,16366,"Joseph, le roi des rêves",2000,,80698,10402
138,Quentin Tarantino,USA,1963-03-27,M,16869,Inglourious Basterds,2009,40181961,138,18
448563,Laurent Boutonnat,France,1961-06-14,M,17227,Jacquou le Croquant,2007,,448563,12
26205,James Bobin,,,M,17272,Ali G: Bling Bling,2001,,26205,35
35959,James Huth,,,M,17350,Brice de Nice,2005,,35959,35
81850,Duncan Jones,United Kingdom,1971-05-30,M,17431,Moon,2009,1220013,81850,878
488,Steven Spielberg,USA,1946-12-18,M,17578,Les aventures de Tintin : Le secret de la licorne,2011,46492508,488,12
35452,Corey Yuen,China,1951-12-16,M,17653,La Légende de Fong Sai-Yuk,1993,494614,35452,12
64901,Gordon Chan,China,1959-11-30,M,17809,Fist of Legend,1994,238467,64901,28
3026,Rob Reiner,USA,1947-03-06,M,17813,Alex & Emma,2003,1921112,3026,35
82418,Erik Van Looy,Belgium,1962-04-26,M,17845,Loft,2008,,82418,18
26205,James Bobin,,,M,17856,"Ali G, Aiii",2000,,26205,35
74112,Fabien Onteniente,France,1958-04-27,M,18419,3 zéros,2002,,74112,35
24886,Frédéric Forestier,France,1969-01-01,M,18457,Le Boulet,2002,,24886,35
6767,Larry Charles,USA,1956-02-20,M,18480,Brüno,2009,,6767,35
893,Tony Scott,UK,1944-06-21,M,18487,L'Attaque du métro 123,2009,18770765,893,53
25182,Yves Robert,France,1920-06-21,M,18628,Alexandre le bienheureux,1968,,25182,35
19359,Marina de Van,France,1971-08-02,F,18897,Ne te retourne pas,2009,,19359,18
83842,Jean-Michel Ribes,France,1946-12-15,M,18906,"Musée haut, musée bas",2008,,83842,35
67716,Philippe Haïm,Francia,1967-09-02,M,18940,Secret Défense,2008,,67716,53
144257,Marc Esposito,,,M,19099,Le Cœur des hommes,2003,,144257,35
84426,Olivier Nakache,France,1973-04-15,M,19100,Nos jours heureux,2006,,84426,35
38507,Francis Veber,France,1937-07-28,M,19123,La Chèvre,1981,,38507,35
37770,Claude Autant-Lara,France,1901-08-05,M,19178,La Traversée de Paris,1956,,37770,18
84425,Eric Toledano,France,1967-07-03,M,19268,Tellement proches,2009,,84425,35
84818,Jacques Besnard,,,,19548,Le Grand Restaurant,1966,,84818,35
85340,Eric Lartigau,Francia,1964-06-20,M,20106,Mais qui a tué Pamela Rose ?,2003,,85340,35
54291,Gilles Lellouche,France,1972-07-05,M,20200,Narco,2004,102907,54291,35
21126,Frédéric Auburtin,,,M,20626,Envoyés très spéciaux,2009,,21126,35
5281,Spike Lee,USA,1957-03-20,M,20649,Clockers,1995,1633939,5281,9648
3831,Jean-Pierre Melville,France,1917-10-20,M,20778,Le Doulos,1962,,3831,18
5281,Spike Lee,USA,1957-03-20,M,20912,She Hate Me,2004,45641,5281,35
26205,James Bobin,,,M,21037,"Ali G, Innit",1999,,26205,35
74647,Keith Fulton,Massachusetts,1965-10-17,M,21189,Lost in La Mancha,2002,,74647,99
563586,Eric Barbier,Francia,1960-06-29,,21382,Le serpent,2006,,563586,53
37626,Patrice Leconte,France,1947-11-12,M,21435,Les Bronzés 3 : Amis pour la vie,2006,,37626,35
64575,Laurent Tirard,,,,21494,Molière,2007,,64575,10749
8373,Nicolas Boukhrief,France,1963-06-04,M,21776,Le Convoyeur,2004,,8373,28
4275,Alain Chabat,Algérie,1958-11-24,M,21778,RRRrrrr!!!,2004,1756795,4275,35
967600,Nicolas Bary,Francia,1980-11-28,,21788,Les enfants de Timpelbach,2008,,967600,14
229568,Lisa Azuelos,France,1965-11-06,F,21861,LOL (Laughing Out Loud),2008,3931452,229568,35
133271,Bernard Borderie,France,1924-10-06,M,22183,Angélique et le Roy,1966,,133271,12
11201,Claude Zidi,France,,M,22240,Ripoux contre ripoux,1990,,11201,28
119356,Antonello Grimaldi,Italy,1955-08-14,M,22274,Caos Calmo,2008,,119356,10749
34580,Henri Verneuil,Ottoman Empire [now Turkey],1920-10-15,M,22650,Mélodie en sous-sol,1963,,34580,10749
880,Ben Affleck,USA,1972-08-15,M,23168,The Town,2010,19253267,880,80
16834,Allen Coulter,USA,1969-03-21,M,23169,Remember me,2010,7004111,16834,18
90607,Massy Tadjedin,California,,,23830,Last Night,2010,955617,90607,18
11201,Claude Zidi,France,,M,24260,Inspecteur La Bavure,1980,,11201,35
39243,Michel Deville,,1931-04-13,,24583,Péril en la Demeure,1985,,39243,80
20430,Radu Mihăileanu,Romania,1958-04-23,M,25205,Le Concert,2009,,20430,18
93903,Cédric Kahn,Francia,1966-06-17,M,25500,Feux rouges,2004,,93903,53
35208,Coline Serreau,France,1947-10-29,F,25518,La belle verte,1996,,35208,35
11195,Gérard Oury,France,1919-04-29,M,25866,Le Corniaud,1965,,11195,35
3831,Jean-Pierre Melville,France,1917-10-20,M,26030,Bob le flambeur,1956,5126,3831,18
39058,Julien Duvivier,France,1896-10-03,M,26252,Pépé le Moko,1937,19486,39058,80
6295,Catherine Breillat,France,1948-07-13,F,26338,Romance,1999,164256,6295,18
19840,Alejandro Amenábar,Chile,1972-03-31,M,26428,Agora,2009,4880188,19840,12
59,Luc Besson,France,1959-03-18,M,26505,Arthur et la vengeance de Maltazard,2009,,59,12
95901,Bruno Dumont,France,1958-03-14,M,26636,Twentynine Palms,2003,,95901,18
1335250,Gabriel Julien-Laferrière,France,1962-02-09,M,26691,Neuilly sa mère !,2009,,1335250,35
25161,Marcel Carné,France,1906-08-18,M,27053,Le jour se lève,1939,,25161,80
3831,Jean-Pierre Melville,France,1917-10-20,M,27061,Deux hommes dans Manhattan,1959,,3831,80
95901,Bruno Dumont,France,1958-03-14,M,27067,La Vie de Jésus,1997,,95901,10749
525,Christopher Nolan,UK,1970-07-30,M,27205,Inception,2010,103191595,525,28
103393,Jacques Becker,France,1906-09-15,M,27430,Touchez pas au grisbi,1954,,103393,80
16483,Sylvester Stallone,USA,1946-07-06,M,27578,Expendables : Unité spéciale,2010,34308799,16483,53
13848,Charlie Chaplin,UK,1889-04-16,M,28971,Les feux de la rampe,1952,125000,13848,18
13848,Charlie Chaplin,UK,1889-04-16,M,28973,Un roi à New York,1957,,13848,35
13848,Charlie Chaplin,UK,1889-04-16,M,28978,Le cirque,1928,,13848,35
16566,George P. Cosmatos,Italy,1941-01-04,M,28981,Bons baisers d'Athènes,1979,,16566,12
238400,Ivan Calbérac,,,,29379,Une semaine sur deux,2009,,238400,18
11528,Jean Renoir,France,1894-09-15,M,29415,La Bête humaine,1938,,11528,18
38507,Francis Veber,France,1937-07-28,M,30163,Les Fugitifs,1986,,38507,35
5069,Robert Guédiguian,France,1953-12-03,M,30432,L'Armée du crime,2009,,5069,10752
10051,Tobe Hooper,USA,1943-01-25,M,30497,Massacre à la tronçonneuse,1974,3857375,10051,27
13848,Charlie Chaplin,UK,1889-04-16,M,30588,Monsieur Verdoux,1947,,13848,35
5281,Spike Lee,USA,1957-03-20,M,30599,Kobe Doin' Work,2009,,5281,99
1099309,Nicholas Brandt,,,,30621,"HIStory on Film, Volume II",1997,,1099309,10402
64575,Laurent Tirard,,,,31203,Le Petit Nicolas,2009,,64575,35
19866,Guillaume Canet,France,1973-04-10,M,31354,Mon idole,2002,,19866,80
3776,Jean-Luc Godard,France,1930-12-03,M,31522,Une Femme est une femme,1961,12581,3776,35
27436,Costa-Gavras,Greece,1933-02-12,M,31618,La Main droite du diable,1988,,27436,28
13848,Charlie Chaplin,UK,1889-04-16,M,31819,Charlot s'évade,1917,,13848,35
62531,Valérie Lemercier,France,1964-03-09,F,32390,Palais Royal!,2005,,62531,35
109253,Costa Botes,New Zealand,1960-12-27,M,32458,Forgotten Silver,1995,,109253,35
10965,Chris Columbus,USA,1958-09-10,M,32657,Percy Jackson - Le voleur de foudre,2010,28312151,10965,12
1201,Garry Marshall,USA,1934-11-13,M,32856,Valentine's Day,2010,27060706,1201,35
17520,Cédric Klapisch,France,1961-09-04,M,33095,Le péril jeune,1994,,17520,35
70221,Christian Carion,France,1963-01-04,M,33302,Une hirondelle a fait le printemps,2001,,70221,18
16862,Claude Lelouch,France,1937-10-30,M,33489,Tout ça... pour ça !,1993,,16862,35
125037,Tonie Marshall,,1951-11-29,F,33491,Vénus beauté (institut),1999,,125037,35
37626,Patrice Leconte,France,1947-11-12,M,33701,Les Bronzés font du ski,1979,,37626,35
34580,Henri Verneuil,Ottoman Empire [now Turkey],1920-10-15,M,33998,Un singe en hiver,1962,,34580,18
27436,Costa-Gavras,Greece,1933-02-12,M,34186,Le couperet,2005,,27436,35
