id,nom,pays,naissance,sexe
139857,Maxim Nucci,,,
139900,Florence Kasumba,Uganda,1976-10-26,F
139965,Shaun Lucas,,,
139992,Mack Miles,,,
140056,Jeffrey Kime,,,
140178,Frances Foster,,1924-06-11,F
140250,Tom Everett,USA,1948-10-21,M
140363,Charles Bouillaud,France[now Maritime],1904-05-11,M
140367,Evanna Lynch,Ireland,1991-08-16,F
140368,Oliver Phelps,,1986-02-25,M
140409,Shaun O'Hagan,,1969-07-24,
140518,Vincent Garenq,,,
140538,Juan Minujín,Argentina,1975-05-20,M
140575,Sebastien Torkia,,,
141014,Jay Benedict,USA,1951-04-11,M
141034,Billy Magnussen,USA,1985-04-20,M
141055,William Leymergie,,,
141417,Mike Bacarella,,,M
141448,Gary Galone,USA,1954-06-25,
141458,Joseph McKenna,,,M
141687,Dianna Agron,USA,1986-04-30,F
141748,Sharon Washington,,,F
141762,Joe Chrest,USA,,M
142019,Yayan Ruhian,Indonesia,1968-10-19,M
142204,Andy Umberger,,,M
142294,Jason Butler Harner,USA,1970-10-09,M
142443,Élodie Navarre,France,1979-01-21,F
142689,Suzanne Clément,Canada,1969-05-12,F
142747,Granville Saxton,,,
143059,Patrick Hughes,,,M
143261,Michael Beasley,,,M
143389,Nicolas Giraud,France,1978-11-12,M
143564,Bill Brandon,,,
143593,Xavier Dolan,Canada,1989-03-20,M
143596,Niels Schneider,France,1987-06-18,M
143892,Steffan Rhodri,Wales,1967-03-01,M
143963,Carmen Llywelyn,,,
144221,Brad Furman,,,M
144257,Marc Esposito,,,M
144258,Léonie Simaga,,,
144260,Lucie Phan,,,F
144261,Françoise Michaud,,,F
144291,Joanna Bobin,UK,,F
144760,Fanny Valette,France,1986-07-04,F
144782,Arnaud Larrieu,,,
144812,Pascale Pouzadoux,,,
144990,Fernand Sardou,,1910-09-18,M
145074,Joëlle Bernard,France,1928-08-14,F
145076,Léonce Corne,France,1894-03-18,M
145103,Marco Perrin,France,1927-05-16,M
145117,Jean-Pierre Améris,France,1961-07-26,M
145119,Lise Lamétrie,,1955-02-20,
145120,Swann Arlaud,France,1981-01-01,M
145121,Pierre Niney,Francia,1989-03-13,M
145123,Grégoire Ludig,France,,M
145125,Philippe Fretun,,,
145129,Claude Aufaure,,,
145162,Lyes Salem,Algérie,1973-07-07,M
145197,Philippe Brigaud,,1933-09-30,M
145230,Abbes Zahmani,,1961-06-18,M
145297,Julie Bernard,,1980-01-01,F
145299,Eric Godon,Belgium,1959-02-07,
145302,Bernie Bonvoisin,,1956-07-09,M
145310,Philip Arditti,Switzerland,,M
145333,Xavier Pottier,,,M
145531,Christopher John Fields,,1956-09-23,M
145738,Christian Pereira,,,
145997,Sanjeev Bhaskar,UK,1963-10-31,M
146000,Arnaud Lemort,,,
146020,Brian F. Durkin,USA,1976-05-17,M
146025,Sharon Blackwood,,,F
146140,David Bedella,USA,1962-09-25,M
146195,Francine Bergé,,1938-07-21,
146213,Olga Grumberg,,,
146230,André Chaumeau,Frankreich,1924-10-22,M
146232,Jean-Claude Martin,France,1927-03-28,M
146287,Pio Marmaï,France,1984-07-13,M
146288,Jonathan Lambert,France,1973-06-24,M
146294,Vincent Gale,UK,1968-03-06,M
146342,Vimala Pons,India,1986-03-15,F
146376,Jean-Paul Farré,,,
146438,Bertrand Bonello,France,1968-09-11,M
146487,Éric Naggar,France,1957-12-03,M
146488,Jean-Yves Chatelais,,1955-01-01,
146490,Karine Belly,,,F
146500,Miglen Mirtchev,,,M
146507,Pierre Kiwitt,Germany,1977-02-03,M
146628,Souad Amidou,,,
146635,Thierry René,,,M
146640,Michel Caccia,,,M
146720,Hervé Pierre,,,M
147041,Raphaël Personnaz,Francia,1981-07-23,M
147056,Caitriona Balfe,Ireland,1979-10-04,F
147290,Mary Stavin,Sweden,1957-08-20,F
147429,Jean Richard,France,1921-04-18,M
147882,Maud Wyler,,,F
147960,Jason Manuel Olazabal,USA,1973-10-14,M
147964,Steve Murphy,USA,1876-12-25,M
147991,Phyllis Allen,USA,1861-11-25,F
148065,Syd Chaplin,,1885-03-16,
148071,Loyal Underwood,,,
148122,Geoffrey Blake,USA,1962-08-20,M
148307,Yves Arcanel,,,
148308,Albert Dagnant,,,
149008,Éric Chartier,,,
149223,Laura Smet,Francia,1983-11-15,F
149471,Ingo Neuhaus,Germany,1969-02-19,M
149829,Brandon Keener,USA,1974-10-01,M
149876,Laure Marsac,,1970-02-18,F
149989,Eye Haïdara,France,1983-03-07,
150015,Jean-Claude Sussfeld,,,
150016,Guy Montagné,,,
150172,Ramón Franco,Puerto Rico,1963-09-12,
150792,Etienne Chicot,France,1949-05-05,M
150932,Robert C. Kirk,,,
151246,Nicole Scherzinger,USA,1978-06-29,F
151438,Rolf Saxon,,1955-01-01,M
152638,Gene Borkan,,1947-02-18,M
152864,Steve Witting,,,
152993,Gene Wolande,,,M
153208,Anthony Green,,,
154224,Esther Scott,USA,1957-04-25,F
154551,Jamison Yang,,1976-10-31,M
154625,Pamela Dunlap,,1943-02-20,F
154727,Tom McCleister,,,M
154785,Mark Povinelli,USA,1971-08-09,M
154815,Joanna Sanchez,,,F
154837,Chris Gann,USA,1972-04-13,M
154883,Bodhi Elfman,,1969-07-19,M
154917,Al Sapienza,USA,1962-07-31,M
155018,Colby French,,,M
155530,Rebecca Front,UK,1964-05-16,F
155535,Douglas Crosby,,,M
155864,Kelsey Mulrooney,Kelsey Mulrooney,1987-08-21,F
155931,Katy Boyer,,,
155978,Joel Stoffer,,,M
156131,Sharon Tay,Singapore,1966-10-15,F
156294,Paolo Seganti,Italy,1965-05-20,M
156963,Toshi Toda,,,M
157029,Derek Webster,,,
157549,Diane Robin,USA,1956-07-23,F
157626,Jan Rabson,USA,1954-06-14,M
158459,Chris Owens,Canada,1961-09-07,M
158484,Trevor White,Canada,1970-10-26,M
159057,Roy Evans,UK,,M
159264,Denney Pierce,,,M
159394,Jim Ortlieb,USA,1956-06-19,M
159454,Peter Breitmayer,USA,1965-05-29,M
159879,Joseph Lyle Taylor,,1964-09-20,M
159887,Tommy Hollis,USA,1954-03-22,M
160888,Bill Edwards,,,
162828,Cooper Thornton,USA,,M
163742,Stephen Rowe,,,M
163775,John C. Vennema,USA,1948-08-24,M
163873,Philip Goodwin,,,M
164021,William H. Burns,New York USA,1960-11-25,M
164093,Katherine Wallach,,1958-07-13,F
164094,Marin Ireland,USA,1979-08-30,F
164382,Albert Jones,,,M
165424,Danny Sapani,,1970-11-15,M
165787,Rich Moore,USA,1963-05-10,M
166258,Malcolm Tierney,,1938-02-25,M
166406,Ryan O'Donohue,USA,1984-04-26,M
166658,Katie Couric,Virginia,1957-01-07,F
166890,Anthony Alessandro,,,M
166893,Brendan Kelly,Ireland,1964-09-28,M
167295,John Cygan,,,
167755,Judi Beecher,,,
168769,Michael Maurer,,,
168875,Gary Weeks,Germany,1972-06-04,M
168981,Howard Mungo,,,M
170977,Stephen Mailer,USA,1966-03-10,M
171167,Phyllis Yvonne Stickney,,,
171168,Leland Gantt,,,
171252,George T. Odom,,1950-08-21,M
171297,Sondra James,,,
171301,John Ottavino,,,M
171584,Stan Carp,,,
171701,Victor Verhaeghe,,,M
172069,Chadwick Boseman,USA,1976-11-29,M
172994,Peter Shinkoda,Canada,1971-03-25,M
173428,Bridget Hoffman,USA,1957-03-05,F
173451,Jed Brophy,,1963-01-01,
173601,Glen Drake,,,M
173810,Sayed Badreya,Egypt,1957-05-01,M
174398,Georgina Leonidas,,1990-02-28,F
174700,Angela Curran,England,1959-01-01,F
175120,Evan Mirand,,,M
175154,Michael Nardone,,1967-03-03,M
175511,Matt Levin,,,M
176191,Andrew Havill,UK,1965-01-01,M
176227,Richard Dillane,UK,1964-01-01,M
176777,Hamilton Clancy,,,
177532,Marielle Heller,USA,1979-10-01,F
177588,André Sogliuzzo,USA,1966-08-10,M
177623,Matthew Kimbrough,,1952-01-01,M
177898,Nellie Sciutto,,,F
178630,Kate Fleetwood,England,1972-09-24,
179028,John Young,,,
179188,Neil Summers,UK,1944-04-28,M
179771,Richard Ashton,UK,1965-10-02,M
179887,Gilbert Rosales,,,M
179969,Eric Paskel,,,
180959,Dominique Hulin,,,M
180970,Sarah Pratt,,,F
182280,Daniel Eric Gold,USA,1975-09-19,
183180,John Warnaby,,,M
183519,Craig Stark,,,
183930,William Marsh,,,
184980,Burnell Tucker,,,
185033,Gordon Sterne,,1923-01-16,M
185044,Paul Tamarin,,,
185257,Daniel Breton,,,M
185270,Bruno Raffaelli,,,M
185296,Charles Maquignon,Sweden,1965-12-29,M
185348,Guy Amram,,,M
185354,Jesse Joe Walsh,,,M
185391,Geoffrey Bateman,,,M
186212,Hal Galili,,,
186469,Alistair Browning,New Zealand,1954-02-08,M
186605,Terri Douglas,,,F
187919,Tobias Segal,,,
188433,Mal Whyte,,,
190895,Sarah Gadon,Canada,1987-04-04,F
192922,Paul Thornley,,,
193048,Abdul Salaam El Razzac,,1944-05-08,M
196899,Marion Guyot,,,F
198150,Ike Barinholtz,USA,1977-02-18,M
198662,Harry Standjofski,Quebec Canada,1959-01-01,M
199077,Andy Bradford,UK,1944-09-07,M
202032,Ralph Ineson,UK,1969-12-15,M
202080,"Sydney \""Big Dawg\"" Colston",USA,1970-01-01,M
202402,Harry Fielder,,,M
202691,Emil Beheshti,USA,1971-07-15,
202759,Sean Buckley,,,M
202939,Hari Dhillon,USA,1968-01-01,M
203207,David Goldman,,,
203950,Brian J. Williams,,,M
204034,Anne Girouard,,1976-01-01,F
204191,Aramis Knight,CA,1999-10-03,M
204675,Michel Winogradoff,,,M
204997,Hanna Hall,USA,1984-07-09,F
205128,Mike Houston,USA,1976-02-23,M
205179,Danny Pudi,USA,1979-03-10,M
205222,Mark Wakeling,,1971-10-11,
205659,Naoko Mori,Japan,1971-11-19,F
206273,Bill Buckhurst,,,
206393,Miles Richardson,,1963-07-15,M
206398,John Cenatiempo,USA,1963-03-05,M
206626,Zach Poole,,,
206726,Nick Holder,,,M
207297,Tony Devon,,,M
207310,Eiji Kusuhara,Japan,1947-01-02,M
208296,Callan Mulvey,Dominion of New Zealand,1975-02-23,M
208659,Madison McKinley,USA,1986-03-13,F
209196,Annie Ilonzeh,USA,1983-08-23,F
209578,Laura Haddock,UK,1985-08-21,F
209799,Ted Arcidi,USA,1958-06-16,M
209884,Emil Hoștină,Romania,1976-05-31,M
210344,Jen Lilley,USA,1984-08-04,F
211413,Mark Donovan,,,
211586,Chike Chan,UK,1974-01-27,M
212080,Ruben Alves,France,,M
212100,Jean-Louis Barcelona,,1975-01-01,M
212103,Catherine Davenier,,,
212208,Taylor Swift,USA,1989-12-13,F
213596,Clemens Schick,Germany,1972-02-15,M
214701,Sherry Lynn,,1940-05-20,F
215099,Neil Mullarkey,,,
216299,Michael Schumacher,Germany,1969-01-03,M
216785,Eric Davis,,,M
218678,André Pousse,France,1919-10-20,M
219708,Audrey Fleurot,France,1977-07-06,F
219737,Matt Cross,,,
219763,Charlotte Spencer,,,
220573,Sheila Vand,United States,,F
221581,Rebel Wilson,Australia,1980-03-02,F
221636,Patrick Vo,,,
221857,Miles Jupp,UK,1979-09-08,M
222255,Stéphane Bouy,,,
222257,René Bouloc,France,1944-07-17,M
222487,Nelson Vasquez,,,M
222667,Denis Sadier,,,
222906,John Brotherton,USA,1980-08-21,M
222942,Josse De Pauw,Belgium,1952-01-01,
223229,Paula Dehelly,,,
223532,Grégory Gadebois,,1976-07-24,M
224150,Michaël Abiteboul,,,
224181,Jai Courtney,Australia,1986-03-15,M
224235,DJ Khaled,USA,1975-11-26,M
225004,Joseph Malerba,France,1962-10-05,M
225407,Yann Gozlan,,,
225479,François Vincentelli,,,M
225610,Joseph Gilgun,UK,1984-03-09,M
225648,Jacques Marbeuf,,1926-01-29,
225652,Etienne Draber,France,,M
225653,Michel Such,,,
225730,Ryunosuke Kamiki,Japan,1993-05-19,M
225890,Alexandre Castagnetti,,,M
225892,Patrick Schulmann,,,
226021,Frédéric Chau,Vietnam,1977-06-06,M
227454,Alicia Vikander,Sweden,1988-10-03,F
228714,Ana Girardot,France,1988-08-01,F
228718,Arthur Mazet,,1989-09-23,M
228719,Laurent Capelluto,Democratic Republic of the Congo,1971-03-16,M
228930,Smaïn,,,
228968,Emun Elliott,,1983-11-28,M
229136,Nadia Barentin,France,1936-10-17,F
229236,Jean-Loup Hubert,France,1949-10-04,M
229263,Benoît Jacquot,France,1947-02-05,M
229568,Lisa Azuelos,France,1965-11-06,F
229634,Sebastian Armesto,UK,1982-06-03,M
229932,Golshifteh Farahani,Iran,1983-07-10,F
230064,Emma Luchini,,,
230078,Vincent Nemeth,,,M
230154,Michel Jonasz,France,1947-01-21,M
230178,Tereza Srbová,Czechoslovakia [now now Czech Republic],1984-06-23,F
230401,Louis-Do de Lencquesaing,France,1963-12-25,M
230660,Shiori Kutsuna,Australia,1992-12-22,F
231426,Nathalie Krebs,,,
231674,Hadley Fraser,UK,1980-04-21,M
231857,Jon Eyez,,,M
233298,Robert Curtis Brown,USA,1957-01-01,M
234022,Atmen Kelif,,1968-04-01,M
234320,Jack Lang,France,1939-09-02,M
234352,Margot Robbie,Australia,1990-07-02,F
234479,Dakota Goyo,Canada,1999-08-22,M
234492,Christelle Cornil,Belgique,1977-08-28,F
234621,Alexander Bracq,,,M
234685,Mia Frye,New York,1965-02-02,
234919,Rod Hunt,,,M
234921,Arben Bajraktaraj,,1983-01-29,M
234922,Devon Murray,,1988-10-28,M
234923,Alfred Enoch,England,1988-12-02,M
234924,Jessie Cave,UK,1987-05-05,F
234925,Shefali Chowdhury,Wales,1988-06-20,F
234926,Afshan Azad,England,1988-02-12,F
234927,Louis Cordice,,1989-10-01,
234928,Scarlett Byrne,UK,1990-10-06,F
234929,Anna Shaffer,,1992-03-15,F
234930,Isabella Laughland,,,
234933,Katie Leung,UK,1987-08-08,F
234934,Freddie Stroma,UK,1987-01-08,M
234983,Gulliver McGrath,Australia,1998-08-15,M
235496,Francis Palluau,,,
236016,Danielle Darrieux,France,1917-05-01,F
236119,Léo Legrand,France,1995-11-05,M
236327,Ken Hudson Campbell,USA,1962-06-05,M
236625,Elisa Servier,,,
236696,Terry Notary,USA,1968-08-14,M
236859,Michaël R. Roskam,Belgium,1972-10-09,M
236903,Jeanne Dandoy,,1974-11-01,F
236906,Madeleine Renaud,,1900-02-21,F
236974,Micheline Bourday,France,1921-10-06,F
237066,Didier Le Pêcheur,Francia,1959-07-05,M
237763,Robert Arnoux,,1999-01-01,M
237881,Sara Giraudeau,,,F
237882,Laurent Natrella,France,1964-12-08,M
238393,Alain Figlarz,,,M
238400,Ivan Calbérac,,,
238460,Nicolas Vaude,France,1962-07-24,M
238765,Roland Dubillard,,1923-12-02,M
238953,Virgil Leclaire,,,M
239091,Yen Shi-Kwan,,,M
239107,Amari Cheatom,,,M
239118,Guillaume Gouix,,1983-11-30,M
239239,Lita Grey,USA,1908-04-15,F
239335,Gérard Loussine,France,1951-12-14,
239366,Hans Verner,,,M
239398,Maurice Baquet,,1911-04-26,
239421,Arielle Sémenoff,France,1947-03-03,F
239423,Frédéric Baptiste,,,
239590,Lisa Livane,,,F
239639,Marc Citti,,1966-09-09,M
239672,Felix van Groeningen,EU,1977-11-01,M
240171,Gordon Liu Chia-Hui,,1955-11-30,M
240724,Naomi Scott,UK,1993-05-06,F
246297,Michel Montanary,,,M
247622,Elizabeth Ercy,,,
251203,Yvan Chiffre,,,M
252263,Nicolas Koretzky,,,
252527,Rusty Goffe,,,
255923,Marc de Jonge,France,1949-02-16,M
258942,Charlotte de Turckheim,France,1955-04-05,F
264812,Régis Royer,,,M
267962,Emmanuelle Riva,France,1927-02-24,F
268470,Christophe Rouzaud,,,
269210,Chantal Ladesou,,,
269502,Robert Hoffmann,,1939-08-30,
271623,Denis Braccini,,,M
277526,Robert Favart,Egypt,1911-02-09,M
278332,Yane Barry,,,
278819,Max Pécas,France,1925-04-25,M
280195,Thierry Desroses,France,1960-08-12,M
280872,Dieudonné Kabongo,Katanga  Belgian Congo,1950-01-01,M
286453,Annie Mercier,,,F
288152,Robert Plagnol,,,
294813,Ali Afshar,,,M
298410,Keegan-Michael Key,USA,1971-03-22,M
305036,Antoine Blanquefort,,,M
310646,Christian Gazio,France,1954-04-21,M
358432,Édith Le Merdy,,,
369256,Omar Mostafa,,,M
370383,Nicky Naudé,,,M
378552,Cristiana Réali,Brazil,1965-03-16,F
380003,Bernadette Robert,,1946-01-01,F
383624,Adrian Schiller,UK,1964-02-21,M
384316,Ibrahim Seck,,,
390184,Richard Syms,UK,1943-01-01,M
392417,Gérard Touratier,,,M
400612,Xavier de Guillebon,,1963-01-01,M
411483,Philippe Chany,,,
431148,Alexis Michalik,France,1992-12-13,M
432189,Mélèze Bouzid,,,
437381,Frédéric Maranber,,,
448563,Laurent Boutonnat,France,1961-06-14,M
453272,Nora Arnezeder,France,1989-05-08,F
458904,Youssef Hajdi,,1979-06-08,M
458905,Morgan Perez,,,M
469759,Astrid Bergès-Frisbey,Spain,1986-05-26,F
490786,Virginie Hocq,Belgium,1975-02-26,F
507238,Pierre Lescure,,,
509467,Laurence Arné,France,1982-02-04,F
512079,Joséphine de la Baume,France,1984-10-08,F
513677,Henry Lloyd-Hughes,UK,1985-08-10,M
515313,Dominic Applewhite,,,
523463,Baya Kasmi,,,
534031,Pascal Duquenne,Belgium,1970-08-08,M
534831,Eric Defosse,,,
536137,Albert Augier,France,1924-02-29,M
536915,Paul Hickey,,,M
538321,Francois Giroday,UK,1952-03-18,M
538398,Daniel Martin,,,M
543136,Robert le Béal,,,
543138,Mason Lee,USA,1990-05-30,M
543261,Karen Gillan,UK,1987-11-28,F
543364,Pascal Aubier,France,1943-01-07,M
543366,Dinara Drukarova,Russia),1976-01-03,F
543530,Dave Bautista,USA,1969-01-18,M
543621,Fred Personne,,1932-08-20,M
544397,Tolsty,Russia,1937-04-20,M
544476,Roger Riffard,,,M
544655,Fabrice Eboué,France,1977-06-07,M
544658,Moon Dailly Monira,France,1981-04-23,F
544665,Joséphine Japy,France,1994-07-12,F
544669,François Bureloup,,,
544682,William Lebghil,Francia,1990-07-09,M
544683,Théo Fernandez,France,1998-09-18,M
544684,Sarah Stern,France,1984-11-19,F
544685,Pierre Lottin,,,
544954,Nicole Mirel,,,
548090,Joe Bellan,,,M
548347,Micheline Luccioni,,1930-01-16,F
548353,Jean Panisse,,,
549017,Hélène Angel,,1967-05-03,
549323,Sissi Duparc,,,
549333,Alexandre Steiger,,1976-08-17,
549342,Jer O'Leary,,,
550107,Alexandra Mercouroff,,,
550110,Philippe du Janerand,EU,1959-05-06,M
550111,Christophe Le Masne,,,
550481,Jérémy Clapin,Francia,1974-02-13,M
550554,Sebastian Hülk,Germany,1975-01-10,M
550843,Elizabeth Olsen,USA,1989-02-16,F
551014,Robert Porte,France,1923-03-09,M
551476,Derek Gilroy,,,M
552680,Eken Mine,,,
552683,Hochu Otsuka,Japan,1954-05-19,
552975,François Hanss,,,
553215,Jean-Pol Brissart,,,M
554284,Cecil Cheng,,,
554595,Frédérique Tirmont,,,
554596,Marc Faure,,,
555249,Ross Marquand,USA,1981-08-22,M
556172,J.C. Chandor,,1973-11-24,M
557921,Leo Howard,USA,1997-07-13,M
559369,Nikolay Stanoev,,,M
563375,Jérôme Pouly,,,M
563586,Eric Barbier,Francia,1960-06-29,
565498,Laura Cayouette,USA,1964-07-11,F
565504,Frank Brennan,,,M
566331,Oona Chaplin,Spain,1986-06-04,F
567287,David Dewaele,Francia,1976-03-19,M
567562,Phil Johnston,,,M
568367,Lisa Talerico,,,F
568374,William Melling,,1994-11-30,M
568378,Suzanne Toase,,1979-01-01,F
568385,Penelope McGhie,,,
568393,Peter G. Reed,,,
568394,Judith Sharp,,,
568395,Bob Yves Van Hellenberg Hubar,,,
568396,Tony Kirwood,,,
570010,George Georgiou,,,
570328,Zep,,,
571265,Edie Mirman,,,F
572306,Hélène Zidi,,1960-03-30,F
572541,Caleb Landry Jones,USA,1989-12-07,M
572635,Alain Sachs,,1951-01-01,
574130,Philippe Lellouche,Israel,1966-03-30,M
574370,Laurent Olmedo,,,
576173,Harley Quinn Smith,USA,1999-06-26,F
577431,Michel Gondoin,,,M
577645,Sergei Polunin,,,M
578093,Franck-Olivier Bonnet,,,
578327,Gérard Sire,,,
578690,Lee Nicholas Harris,,,M
578705,Emmanuel LeMire,,,M
578936,Isabelle De Hertogh,,,F
578939,Charlie Anson,,,
579211,Damien Bonnard,,,M
579306,Louis-Marie Audubert,,,M
579326,Vincent Skimenti,,,
580227,Colette Castel,France,1937-06-29,F
580230,Hervé Sand,France,1937-02-12,M
580583,Alain Guillo,,,M
580705,André Rouyer,France,1929-06-20,
582044,Booder,,1978-08-13,M
583309,Jean-François Dérec,,1957-05-11,M
583312,Jean-Pierre Becker,,1958-04-05,M
583356,Adrien Jolivet,France,1981-12-20,M
583379,Éric Fraticelli,,,M
583554,René Berthier,,,
583687,Reem Kherici,France,1983-02-13,F
583851,Éléonore Pourriat,,,F
583897,Norbert Ferrer,,,M
584380,Charles Némès,,,
585078,Carine Tardieu,Francia,1973-01-01,F
585161,David Oelhoffen,Francia,1968-01-01,
585604,Tilly Mandelbrot,France,1994-06-01,F
585663,Max Montavon,France,1926-07-24,M
585664,Perrette Souplex,France,1930-04-22,F
585700,Marc Andréoni,,1961-02-08,M
585902,Noel Appleby,Nuova Zelanda,,
586191,Philippe Rebbot,Morocco,1964-11-30,M
586276,Serge Larivière,Belgium,1957-12-12,M
586624,Stéphanie Murat,France,1966-08-24,F
586742,Michel Jourdan,,,
586757,Adèle Exarchopoulos,France,1993-11-22,F
587115,Riann Steele,,,
587137,Hervé Sogne,,,M
587150,Clémence Thioly,France,1987-07-25,F
587181,Pierre Forest,,,
587699,Troy Quane,,,M
588159,Blanche Gardin,France,1977-04-03,F
588757,Pierre Desproges,,,
589127,Gaëlle Legrand,,,
589521,Pierre Tornade,France,1930-01-21,
589610,Stevan Riley,,,
590091,Mike Joy,USA,1949-11-25,M
590541,Patrick Volson,,,M
592618,Marc Cass,,,
612216,Eddy Ko,,,M
639817,Inder Kumar,India,1980-12-19,M
730454,Ted Maynard,,,M
851784,Mackenzie Foy,USA,2000-11-10,F
853194,Patrick Leahy,USA,1940-03-31,M
871100,Luke Youngblood,UK,1986-06-12,M
910944,Bastien Bouillon,,,
928572,Scott Eastwood,USA,1986-04-21,M
928577,Steven Wiig,,,
928638,John Franchi,,,M
929142,Christophe Duthuron,France,1973-03-03,M
930288,Félix Moati,France,1990-05-24,M
930699,Sally El Hosaini,,,
930708,Malik Bendjelloul,Svezia,1977-09-14,M
930809,Steve Gadler,,,M
932523,Gaspard Proust,,1975-10-01,M
932524,Nicolas Bedos,France,1980-04-21,M
932721,Dale Earnhardt Jr.,USA,1974-10-10,M
933226,Stéphane Robelin,,,
933271,Eve Hewson,Ireland,1991-07-07,F
935235,Marwan Kenzari,Netherlands,1983-01-16,M
936219,Olivier Brocheriou,,,
937218,Kelvin Wise,,,
937641,Marie-Philomène Nga,Camerun,,F
938390,William Morgan Sheppard,UK,1932-08-24,M
939098,Frédéric Louf,,,
939100,Ali Marhyar,,,
939589,Jarod Joseph,Canada,,M
942993,Darrell Waltrip,USA,1947-02-05,M
943199,Ashley Wanninger,,,
944478,Chic Daniel,,,
944614,Rebecca Klingler,USA,,F
945062,Ming Lo,,,M
946696,Ian Whyte,,1971-09-17,M
948173,Glenn Beck,Canada,1935-06-01,M
950197,Adam Fergus,Ireland,,M
950773,Jackie Gonneau,,,
956224,Jamie Waylett,UK,1989-07-21,M
956702,Eric de Staercke,,,
956719,Tim DeZarn,USA,1952-07-11,M
963962,Fred Keating,USA,1949-01-01,M
964421,Aaron Lazar,USA,,M
965278,Sarah McLeod,New Zealand,1971-07-18,F
967376,Taylor Geare,,2001-09-19,F
967600,Nicolas Bary,Francia,1980-11-28,
967699,Jeremy Milton,,,M
968379,Marc Robert,Marne/ France,1973-01-25,M
968863,James Frecheville,Australia,1999-04-14,M
970534,Ryan Ahern,,,M
971262,Ophélia Kolb,,,F
973135,Claire Geare,,,F
973667,Rosa Salazar,Canada,1985-07-16,F
974912,Julieta Rosen,México,1962-11-08,F
975597,Franklyn Farnum,USA,1878-06-05,M
978698,Chloe Sonnenfeld,,,F
982065,Vincent Leclerc,,,M
982098,Nick Loren,USA,1970-12-14,M
983929,Laure Calamy,Francia,1975-01-01,F
986101,Dick Ward,,,M
992623,Vincent Macaigne,,1978-10-19,M
997303,Autumn Dial,,1990-05-15,F
997569,Kenneth Collard,,,
997887,Ronda Rousey,USA,1987-02-01,F
999760,Eran Creevy,,,
1000883,John Rue,,,M
1006144,Vic Browder,,,M
1006368,Karen Kahn,,,
1008395,Heike Hanold-Lynch,Germany,1962-07-11,F
1009999,Doutzen Kroes,Netherlands,1985-01-23,F
1010873,Massi Furlan,,,
1010912,Tim Downie,UK,1977-07-14,M
1011158,Florent-Emilio Siri,France,1965-03-02,
1011904,Gwendoline Christie,England,1978-01-01,F
1014557,Frédéric Tellier,,,M
1014931,Freddie Fox,UK,1989-04-05,M
1015568,Tristan D. Lalla,Canada,1984-02-03,M
1016168,Lily James,UK,1989-04-05,F
1018784,Gérard Meylan,France,1952-12-14,M
1018947,Maximiliano Hernández,USA,1973-01-01,M
1020713,Loïc Risser,,,
1021684,Charlotte Le Bon,Canada,1986-09-04,F
1023139,Adam Driver,USA,1983-11-19,M
1028366,Linzi Hateley,,,F
1029033,Kenneth Fok,,,
1031791,Carlos Linares,El Salvador,1954-07-26,
1032011,Afonso Poyart,,,
1032074,Mikaela Fisher,,,F
1033622,Pascal Demolon,,,M
1033671,Corinne Masiero,France,1964-02-03,F
1033739,Tom Audenaert,,,M
1033745,Camille Rutherford,,,
1034681,Tye Sheridan,USA,1996-11-11,M
1036563,Tim Blaney,USA,1959-04-23,M
1037815,Gloria France,,,F
1038501,Jean Michaud,French Protectorate of Tunisia,1921-07-13,M
1040850,Grégory Fitoussi,France,1976-08-13,M
1041524,Wheeler Dryden,,,
1043304,Andy Milder,USA,1969-08-16,M
1044954,Sam Medina,,,M
1045532,Patrice Thibaud,France,1964-05-28,
1045763,Harry Wilson,UK,1897-11-22,M
1046127,Jason Stone,,1981-11-25,M
1047649,Ed Skrein,England,1983-03-29,M
1048648,Erich Redman,,1964-01-01,M
1048753,Joakim Latzko,,,M
1048793,Nicky Marbot,,1965-11-11,M
1048963,Bill Blair,USA,,M
1049006,Frédéric Petitjean,,,M
1050988,Alex Bisping,,,M
1051672,Côme Levin,France,1989-09-11,
1052209,Andrew Byron,UK,1971-08-10,M
1052284,Volker Michalowski,Germany,1971-01-01,M
1052339,Helen Kim,,,
1054325,Martin Hub,Czech Republic,1964-03-13,M
1060475,Bonnie Bentley,,,F
1062688,Maciej Kowalewski,,,
1063356,Jean-Henri Compère,Belgium,1960-01-01,
1063405,John McCarthy,,,
1066138,Michael Power,,,
1067187,David Steen,,,M
1068811,Matthew Cornwell,,,M
1070855,Peter Brooke,,,
1072798,Robert B. Kennedy,,,
1074615,Branwell Donaghey,,,M
1075112,Diana Stewart,,,
1075113,Ernst Umhauer,France,1989-12-02,M
1075115,Bastien Ughetto,France,1989-02-14,
1075355,Jemima West,France,1987-08-11,F
1075845,Rick Bolander,,,
1076406,Roberto,,,M
1076707,Laetitia de Fombelle,,,F
1077537,Franck Gastambide,France,1978-10-31,M
1077782,Gary A. Hecker,USA,1960-08-25,M
1077833,Christian Bergner,,,
1077844,David P. Smith,,,M
1078993,Francesco Acquaroli,Roma,1962-03-27,M
1081122,Abraham Aronofsky,,,
1082706,Kelly Richardson,,,F
1083010,Letitia Wright,Guyana,1993-10-31,F
1083451,Johnny Cicco,USA,1972-08-19,M
1083807,Joe Starr,,,M
