id,nom,pays,naissance,sexe
11148,Joan Allen,USA,1956-08-20,F
11151,Nick Cassavetes,USA,1959-05-21,M
11154,Matt Ross,USA,1970-01-03,M
11159,Cheech Marin,USA,1946-07-13,M
11160,Danny Trejo,USA,1944-05-16,M
11161,Tom Savini,United States,1946-11-03,M
11179,Sean Biggerstaff,Scotland,1983-03-15,M
11180,David Bradley,UK,1942-04-17,M
11181,Kenneth Branagh,UK,1960-12-10,M
11183,Eleanor Columbus,,,
11184,Warwick Davis,UK,1970-02-03,M
11185,Emily Dale,,,
11187,Louis de Funès,France,1914-07-31,M
11188,Suzy Delair,France,1917-12-31,F
11189,Claude Giraud,France,1936-02-05,M
11191,Xavier Gélin,,1946-06-21,M
11192,Henri Guybet,France,1936-12-21,M
11193,Popeck,,,
11194,Denise Provence,,,
11195,Gérard Oury,France,1919-04-29,M
11201,Claude Zidi,France,,M
11207,David Thewlis,UK,1963-03-20,M
11212,Josh Herdman,UK,1987-09-09,M
11214,Coluche,France,1944-10-28,M
11216,Julien Guiomar,France,1928-05-03,M
11217,Claude Gensac,Multien,1927-03-01,F
11218,Alfonso Cuarón,Mexico,1961-11-28,M
11220,Fernand Guiot,,1932-08-07,
11221,Raymond Bussières,France,1907-11-03,M
11223,Vittorio Caprioli,Italia,1921-08-15,M
11266,James McTeigue,Australia,1967-12-29,M
11275,Stephen Fry,UK,1957-08-24,M
11276,Tim Pigott-Smith,UK,1946-05-13,M
11279,Roger Allam,UK,1953-10-26,M
11288,Robert Pattinson,UK,1986-05-13,M
11291,Clémence Poésy,France,1982-11-30,F
11334,Elizabeth Moody,UK,1939-01-01,F
11335,Ian Watkin,New Zealand,1940-01-15,M
11343,David Yates,UK,1963-11-30,M
11355,Jason Isaacs,UK,1963-06-06,M
11356,Imelda Staunton,United Kingdom,1956-01-09,F
11367,Bradley Whitford,USA,1959-10-10,M
11370,Elton John,UK,1947-03-25,M
11397,Ric Young,UK,,M
11398,Cary-Hiroyuki Tagawa,Japan,1950-09-27,M
11401,John Woo,China,1946-09-22,M
11477,Ray Liotta,USA,1954-12-18,M
11478,Lorraine Bracco,USA,1954-10-02,F
11480,Frank Sivero,,1952-01-06,M
11485,Gina Mastrogiacomo,USA,1961-11-05,F
11486,Michael Imperioli,USA,1966-03-26,M
11512,John Heard,USA,1945-03-07,M
11519,Larry Hankin,USA,1940-08-31,M
11528,Jean Renoir,France,1894-09-15,M
11535,Paulette Dubost,France,1910-10-08,F
11541,Julien Carette,,1897-12-23,M
11543,Gaston Modot,,1887-12-30,M
11544,Jean Gabin,France,1904-05-16,M
11548,Georges Péclet,,,
11550,Jean Dasté,,1904-08-18,M
11661,Kate Hudson,USA,1979-04-19,F
11662,Jason Lee,USA,1970-04-25,M
11669,Jimmy Fallon,USA,1974-09-19,M
11677,Terry Chen,Canada,1975-02-03,M
11694,Doug Liman,USA,1965-07-24,M
11701,Angelina Jolie,USA,1975-06-04,F
11703,Kerry Washington,USA,1977-01-31,F
11764,Ian Abercrombie,UK,1936-09-11,M
11782,Adrienne Barbeau,USA,1945-06-11,F
11794,Frances Bay,Canada,1919-01-23,F
11803,Peter Greene,USA,1965-10-08,M
11851,Om Puri,India,1950-10-18,M
11855,Geraldine James,UK,1950-07-06,F
11856,Daniel Day-Lewis,UK,1957-04-29,M
11857,John Gielgud,UK,1904-04-14,M
11870,Christine Baranski,USA,1952-05-02,F
11885,John C. McGinley,USA,1959-08-03,M
11953,Benno Fürmann,West Germany,1972-01-17,M
11989,Michel Bouquet,France,1925-11-06,M
12021,Mia Farrow,USA,1945-02-09,F
12028,John Moore,Ireland,1970-01-01,M
12041,Julia Stiles,USA,1981-03-28,F
12044,Predrag Bjelac,Yugoslavia,1962-06-30,M
12052,Gwyneth Paltrow,USA,1972-09-27,F
12054,Daniel Zacapa,Honduras,1951-07-19,M
12055,John Cassini,Canada,,M
12058,Vicky Jenson,USA,1960-03-04,F
12073,Mike Myers,Canada,1963-05-25,M
12074,John Lithgow,USA,1945-10-19,M
12077,Jim Cummings,USA,1952-11-03,M
12079,Kelly Asbury,USA,1960-01-15,M
12080,Conrad Vernon,,,M
12095,Cody Cameron,United States,1965-02-28,M
12097,Christopher Knights,,,M
12098,Chris Miller,NY Long Island,1975-09-23,M
12122,Ron Rifkin,USA,1939-10-31,M
12132,Michael Rooker,USA,1955-04-06,M
12133,Laurie Metcalf,USA,1955-06-16,F
12134,Sally Kirkland,USA,1941-10-31,F
12206,Richard Roxburgh,Australia,1962-01-01,M
12210,Jacek Koman,Poland,1956-08-15,M
12219,Jon Stewart,USA,1962-11-28,M
12223,Joel McCrary,,,M
12266,Simone Signoret,Germany,1921-03-25,F
12270,Michel Serrault,France,1928-01-24,M
12272,Noël Roquevert,France,1892-12-18,M
12446,Peter Sellers,UK,1925-09-08,M
12516,Linda Hunt,USA,1945-04-02,F
12517,Freddie Jones,UK,1927-09-12,M
12518,Richard Jordan,United States,1937-07-19,M
12519,Virginia Madsen,USA,1961-09-11,F
12538,Nick Searcy,USA,1959-03-07,M
12539,Lily Knight,USA,1956-11-30,F
12644,Mitch Pileggi,USA,1952-04-05,M
12645,Jeffrey DeMunn,USA,1947-04-25,M
12647,Armin Mueller-Stahl,Germany,1930-12-17,M
12660,Gavan O'Herlihy,Ireland,1954-04-29,M
12748,Michel Simon,Switzerland,1895-04-09,M
12786,Simon West,UK,,M
12797,Glenn Morshower,USA,1959-04-24,M
12798,Enrique Murciano,USA,1973-07-09,M
12833,Edward Burns,USA,1968-01-29,M
12834,Barry Pepper,Canada,1970-04-04,M
12835,Vin Diesel,USA,1967-07-18,M
12838,Joerg Stadler,,1961-01-01,M
12891,Joss Whedon,USA,1964-06-23,M
12898,Tim Allen,USA,1953-06-13,M
12899,Jim Varney,,1949-06-15,M
12900,Wallace Shawn,USA,1943-11-12,M
12901,Erik von Detten,U.S.,1982-10-03,M
12931,Rita Wilson,USA,1956-10-26,F
12995,Marc Forster,Germany,1969-11-30,M
13014,Toby Jones,UK,1966-09-07,M
13022,Tom Berenger,USA,1949-05-31,M
13235,Alexander Payne,USA,1961-02-10,M
13240,Mark Wahlberg,USA,1971-06-05,M
13242,Paul Giamatti,USA,1967-06-06,M
13275,Tadanobu Asano,Japan,1973-11-27,M
13309,Oprah Winfrey,USA,1954-01-29,F
13333,Vanessa Redgrave,UK,1937-01-30,F
13420,Ellen Greene,U.S.,1951-02-22,F
13446,Eliza Dushku,USA,1980-12-30,F
13520,Aaron Sorkin,USA,1961-06-09,M
13525,Matt Craven,Canada,1956-11-10,M
13548,James Spader,USA,1960-02-07,M
13550,Elias Koteas,Canada,1961-03-11,M
13563,Norman Jewison,Canada,1926-07-21,M
13602,Joie Lee,USA,1962-06-22,F
13687,Jean-Claude Dreyfus,France,1946-02-18,M
13688,Karin Viard,France,1966-01-24,F
13689,Ticky Holgado,France,1944-06-24,M
13692,Jacques Mathou,,,M
13695,Silvie Laguna,,,
13696,Howard Vernon,Switzerland,1914-07-15,M
13697,Dominique Zardi,France,1930-03-02,M
13726,Ned Beatty,USA,1937-07-06,M
13776,John Frankenheimer,USA,1930-02-19,M
13848,Charlie Chaplin,UK,1889-04-16,M
13855,Al Ernest Garcia,,1887-03-11,M
13856,Hank Mann,USA,1887-05-28,M
13922,Seth Green,U.S.,1974-02-08,M
13924,Mindy Sterling,USA,1953-07-11,F
13939,Ritchie Coster,Uni,1967-07-01,M
14027,Paulette Goddard,USA,1910-06-03,F
14121,Wolfgang Preiss,Germany,1910-02-27,M
14149,Renato Scarpa,Italy,1939-01-01,M
14151,Leopoldo Trieste,Italy,1917-05-03,M
14242,Jean Servais,Belgium,1910-09-24,M
14243,Robert Manuel,France,1916-09-07,M
14246,Robert Hossein,France,1927-12-30,M
14261,David Niven,UK,1910-03-01,M
14262,Capucine,France,1928-01-06,F
14325,Derrick O'Connor,Ireland,1941-01-01,M
14328,Steve Kahan,New York,1930-01-01,M
14329,Dean Norris,USA,1963-04-10,M
14331,Nestor Serrano,USA,1955-11-05,M
14343,Rene Russo,USA,1954-02-17,F
14353,Max Ophüls,Germany,1902-05-06,M
14386,Beyoncé Knowles,United States,1981-09-04,F
14409,David Schwimmer,Unis,1966-11-02,M
14435,Mack Swain,USA,1876-02-16,M
14438,Henry Bergman,USA,1868-02-22,M
14468,Brian Glover,UK,1934-04-02,M
14501,Peter Ustinov,UK,1921-04-16,M
14503,Herbert Lom,Hungary,1917-09-12,M
14548,Marcia Jean Kurtz,USA,,F
14592,BD Wong,USA,1960-10-24,M
14593,Ingeborga Dapkūnaitė,USSR [now now Lithuania],1963-01-20,F
14597,Gaspar Noé,Argentina,1963-12-27,M
14606,Albert Dupontel,France,1964-01-11,M
14610,Jo Prestia,Italy,1960-06-05,M
14630,Mac Steinmeier,Germany,1963-11-16,M
14639,Mel Brooks,USA,1926-06-28,M
14721,Kevin Dunn,USA,1956-06-24,M
14722,Arabella Field,USA,1965-02-05,F
14723,Vicki Lewis,,1960-03-17,F
14759,Albert Moses,Sri Lanka,1937-12-19,M
14792,Josef Sommer,Germany,1934-06-26,M
14796,Jeanne Bates,USA,1918-05-21,F
14801,Hal Landon Jr.,USA,1941-05-23,M
14812,Jeanne Moreau,France,1928-01-23,F
14852,James Karen,USA,1923-11-28,M
14887,Paddy Considine,UK,1974-09-05,M
14888,Bruce McGill,U.S.A.,1950-07-11,M
14950,Jim Norton,Ireland,1938-01-04,M
14991,Jay Leno,USA,1950-04-28,M
15002,Dean Parisot,United States,1952-10-01,M
15007,Laura Harring,Mexico,1964-03-03,F
15009,Justin Theroux,USA,1971-08-10,M
15011,Brent Briscoe,USA,1961-05-21,M
15012,Katharine Towne,,1978-07-17,
15029,Enrico Colantoni,Canada,1963-02-14,M
15033,Justin Long,USA,1978-06-02,M
15034,Jeremy Howard,USA,1981-06-12,M
15091,Melanie Lynskey,New Zealand,1977-05-16,F
15094,Diana Kent,,,F
15109,Lisa Roberts Gillan,USA,1965-01-01,F
15111,Jean-Claude Van Damme,Belgium,1960-10-18,M
15135,Alain Delon,France,1935-11-08,M
15137,Serge Reggiani,Italy,1922-05-02,M
15139,Giuliano Gemma,,1938-09-02,M
15148,Jon Amiel,UK,1948-05-20,M
15152,James Earl Jones,USA,1931-01-17,M
15184,Marcel Bozzuffi,France,1928-10-28,M
15185,Frédéric de Pasquale,,1931-03-28,M
15196,David Hemmings,UK,1941-11-18,M
15217,Zack Snyder,USA,1966-03-01,M
15218,James Gunn,USA,1966-08-05,M
15232,Ty Burrell,USA,1967-08-22,M
15250,Hope Davis,USA,1964-03-23,F
15253,Stanley Anderson,USA,1939-10-23,M
15277,Jon Favreau,USA,1966-10-19,M
15287,Niki Caro,New Zealand,1966-09-20,F
15318,Keith Campbell,USA,1962-04-26,M
15320,Marcel Iureș,Romania,1951-08-02,M
15321,Ion Caramitru,Romania,1942-03-09,M
15336,Dougray Scott,UK,1965-11-25,M
15338,William Mapother,USA,1965-04-17,M
15340,Nicholas Bell,UK,1958-08-17,M
15344,J.J. Abrams,USA,1966-06-27,M
15347,Michael Giacchino,USA,1967-10-10,M
15376,Brad William Henke,USA,1966-04-10,M
15389,Louis Malle,France,1932-10-30,M
15397,Lino Ventura,Italy,1919-07-14,M
15402,Gérard Darrieu,France,1925-09-11,M
15412,David Clennon,United States,1943-05-10,M
15415,Peter Maloney,USA,1944-11-23,M
15455,Tate Donovan,USA,1963-09-25,M
15481,Marianne Basler,Belgium,1964-03-09,F
15482,Aurélien Recoing,France,1958-05-05,M
15488,Ken Loach,UK,1936-06-17,M
15498,Liam Cunningham,Republic of Ireland,1961-06-02,M
15501,William Ruane,UK,1985-06-07,M
15531,Ossie Davis,USA,1917-12-18,M
15532,Ruby Dee,USA,1924-10-27,F
15536,Steve White,,1961-01-01,M
15537,Leonard L. Thomas,USA,1961-08-31,M
15565,Jennifer Hudson,United States,1981-09-12,F
15576,Matthew Macfadyen,UK,1974-10-17,M
15661,Clint Howard,USA,1959-04-20,M
15735,Helen Mirren,UK,1945-07-26,F
15737,Helen McCrory,UK,1968-08-17,F
15740,Tim McMullan,Regno Unito,1963-01-01,M
15758,Queen Latifah,USA,1970-03-18,F
15762,Tara Strong,Canada,1973-02-12,F
15831,Frank Welker,USA,1946-03-12,M
15854,Ted Levine,USA,1957-05-29,M
15860,Miguel Ferrer,USA,1955-02-07,M
15887,Julia Ormond,UK,1965-01-04,F
15899,Jenifer Lewis,USA,1957-01-25,F
15900,Paul Dooley,U.S.,1928-02-22,M
15903,George Carlin,U.S.,1937-05-12,M
16060,Brian Tochi,,1959-05-02,M
16119,Charles Napier,USA,1936-04-12,M
16178,Rick Baker,USA,1950-12-08,M
16187,Jeannot Szwarc,France,1939-11-21,M
16269,Louis Garrel,France,1983-06-14,M
16273,Simon Chandler,Regno Unito,1953-01-01,M
16294,Jonathan Demme,USA,1944-02-22,M
16314,Margarita Lozano,,1931-02-14,F
16327,Timothy Hutton,USA,1960-08-16,M
16350,Jean-Pierre Kalfon,France,1938-10-30,M
16356,Steve Bendelack,,,M
16358,Simon McBurney,UK,1957-08-25,M
16407,Roger Rees,UK,1944-05-05,M
16441,Tristán Ulloa,,1970-05-06,M
16459,John McConnell,Louisiana,1958-11-13,M
16483,Sylvester Stallone,USA,1946-07-06,M
16484,Joey Lauren Adams,USA,1968-01-09,F
16504,Tony Burton,USA,1937-03-23,M
16513,John G. Avildsen,USA,1935-12-21,M
16525,Joe Spinell,New York,1936-10-28,M
16554,Richard Crenna,USA,1926-11-30,M
16563,Charles A. Tamburro,,,M
16566,George P. Cosmatos,Italy,1941-01-04,M
16607,Alon Aboutboul,Israel,1965-05-28,M
16618,Freddie Hice,,,M
16632,Gary McCormack,,,M
16636,Martin McCardie,,,
16644,Dolph Lundgren,Sweden,1957-11-03,M
16666,Kevin Connolly,Stati Uniti,1974-03-05,M
16692,Viv Weatherall,England,1971-04-24,M
16743,Arnold Vosloo,South Africa,1962-06-16,M
16752,David Harewood,UK,1965-12-08,M
16757,Sophia Loren,Italy,1934-09-20,F
16767,Aki Kaurismäki,Finland,1957-04-04,M
16785,Peter Webber,United Kingdom,,M
16790,Gaspard Ulliel,France,1984-11-25,M
16792,Richard Leaf,U.K.,1967-01-01,M
16828,Chris Evans,USA,1981-06-13,M
16834,Allen Coulter,USA,1969-03-21,M
16841,Brett Cullen,USA,1956-08-26,M
16847,Eli Roth,USA,1972-04-18,M
16848,Rob Zombie,United States,1965-01-12,M
16850,Rose McGowan,Italy,1973-09-05,F
16851,Josh Brolin,USA,1968-02-12,M
16853,Jessie Nelson,USA,,F
16861,John Hawkes,USA,1959-09-11,M
16862,Claude Lelouch,France,1937-10-30,M
16873,Serge Riaboukine,,1957-12-29,M
16908,David McKay,UK,,M
16909,Raymond Mearns,,,
16919,Olivier Dahan,France,1967-06-26,M
16921,Clotilde Courau,France,1969-04-03,F
16922,Jean-Paul Rouve,France,1967-01-26,M
16923,Pascal Greggory,France,1953-09-08,M
16925,Caroline Sihol,,1949-08-10,F
16926,Catherine Allégret,,1946-04-16,F
16927,Gérard Depardieu,France,1948-12-27,M
16936,Stan Shaw,Illinois,1952-07-14,M
16940,Jeremy Irons,UK,1948-09-19,M
16972,Sergi López,Spain,1965-12-22,M
17005,Doug Jones,U.S.,1960-05-24,M
17016,Neil Jordan,Ireland,1950-02-25,M
17028,Charles Denner,Poland,1926-05-29,M
17030,Geneviève Fontanel,France,1936-06-27,
17046,Gary Winick,USA,1961-03-31,M
17051,James Franco,USA,1978-04-19,M
17052,Topher Grace,USA,1978-07-12,M
17064,Ben Whishaw,UK,1980-10-14,M
17072,Sam Douglas,UK,1957-06-17,M
17074,Sara Forestier,Denmark,1986-10-04,F
17078,Michael Smiley,Ireland,1963-01-01,M
17093,Eduardo Noriega,Spain,1973-08-01,M
17141,Greg Kinnear,USA,1963-06-17,M
17142,Paul Dano,USA,1984-06-19,M
17167,Andy Tennant,USA,1955-06-15,M
17178,Patrick Wilson,USA,1973-07-03,M
17181,Ty Simpkins,USA,2001-08-06,M
17183,Jackie Earle Haley,USA,1961-07-14,M
17194,Chance Kelly,,,M
17199,Corey Johnson,,1961-05-17,M
17200,Bill Smitrovich,USA,1947-05-16,M
17257,Elina Löwensohn,Romania,1966-07-11,F
17265,Hayden Panettiere,USA,1989-08-21,F
17268,Ronny Yu,China,,M
17273,Masi Oka,Japan,1974-12-27,M
17276,Gerard Butler,UK,1969-11-13,M
17286,Lena Headey,Bermuda,1973-10-03,F
17287,Dominic West,UK,1969-10-15,M
17288,Michael Fassbender,Germany,1977-04-02,M
17291,Andrew Pleavin,,1968-04-13,M
17305,Greg Grunberg,USA,1966-07-11,M
17352,Marianne Jean-Baptiste,UK,1967-04-26,F
17356,Garrick Hagon,England,1939-09-27,M
17380,Jay Chou,Taiwan,1979-01-18,M
17396,Timothy Carhart,USA,1953-12-24,M
17401,Stephen Root,USA,1951-11-17,M
17419,Bryan Cranston,USA,1956-03-07,M
17442,Kelli Garner,U.S.,1984-04-11,F
17449,Bob Stephenson,USA,1967-05-18,M
17458,Abdellatif Kechiche,Tunisia,1960-12-07,M
17463,Carole Franck,Francia,,F
17475,Sabrina Ouazani,France,1988-12-06,F
17477,Harriet Walter,UK,1950-09-24,F
17479,Matyelok Gibbs,,,F
17484,Dermot Crowley,Ireland,1947-03-19,M
17485,Oliver Platt,Canada,1960-01-12,M
17490,Isiah Whitlock Jr.,USA,1954-09-13,M
17496,Jacques Audiard,France,1952-04-30,M
17497,Romain Duris,France,1974-05-28,M
17498,Niels Arestrup,France[now Denis],1949-02-08,M
17499,Jonathan Zaccaï,Belgium,1970-07-22,M
17510,Ol Parker,Regno Unito,1969-06-02,
17520,Cédric Klapisch,France,1961-09-04,M
17521,Kelly Reilly,UK,1977-07-18,F
17522,Cécile de France,Belgium,1975-07-17,F
17578,Sami Frey,France,1937-10-13,M
17604,Jeremy Renner,USA,1971-01-07,M
17605,Idris Elba,UK,1972-09-06,M
17618,Frankie Pain,,,
17623,Guillaume Nicloux,France,1966-08-03,M
17624,Olivier Doran,,,
17628,Mary Elizabeth Winstead,USA,1984-11-28,F
17647,Michelle Rodriguez,USA,1978-07-12,F
17688,Raoul Max Trujillo,USA,1955-05-08,M
17773,Gabrielle Union,USA,1972-10-29,F
17782,Colm Meaney,Ireland,1953-05-30,M
17787,Phyllida Law,UK,1932-05-08,F
17832,Carla Gugino,USA,1971-08-29,F
17835,Ricky Gervais,UK,1961-06-25,M
17859,Wendell Pierce,USA,1963-12-08,M
17881,Jason Schwartzman,USA,1980-06-26,M
17882,Isabelle Huppert,France,1953-03-16,F
17883,David O. Russell,USA,1958-08-20,M
17897,Gilles Gaston-Dreyfus,,,M
17901,Chantal Neuwirth,,1948-12-11,F
17921,Clem Caserta,,,
17928,Joseph D'Onofrio,,,
17941,Domenick Lombardozzi,USA,1976-03-25,M
18023,Robert Carlyle,UK,1961-04-14,M
18050,Elle Fanning,USA,1998-04-09,F
18070,Nicky Katt,USA,1970-05-11,M
18175,Dominik Moll,West Germany,1962-05-07,
18176,Gilles Marchand,Francia,1963-06-18,M
18177,André Dussollier,France,1946-02-17,M
18178,Laurent Lucas,France,1965-07-20,M
18182,Olga Kurylenko,Ukraine,1979-11-14,F
18186,Pierre-Ange Le Pogam,France,1955-08-20,M
18197,Anna Karina,Denmark,1940-09-22,F
18199,André S. Labarthe,Francia,1931-12-18,M
18209,Claude Miller,France,1942-02-20,M
18218,Marie Dubois,France,1937-01-12,F
18227,Anne Wiazemsky,West Germany,1947-05-14,F
18228,Juliet Berto,France,1947-01-16,F
18240,Charlotte Alexandra,,1955-01-01,
18242,Rita Maiden,,,F
18248,Mary-Louise Parker,USA,1964-08-02,F
18249,Cicely Tyson,USA,1933-12-19,F
18269,Brendan Fraser,USA,1968-12-03,M
18287,Ken Garito,USA,1968-12-27,M
18313,Michael Rispoli,USA,1960-11-27,M
18352,Patrick Dempsey,USA,1966-01-13,M
18354,Bridget Moynahan,United States,1971-04-28,F
18364,George Segal,USA,1934-02-13,M
18405,Peter Berling,,1934-03-20,M
18471,Anthony Anderson,USA,1970-08-15,M
18472,Kevin Corrigan,USA,1969-03-27,M
18473,James Badge Dale,USA,1978-05-01,M
18514,Asia Argento,Italy,1975-09-20,F
18558,Jean-Louis Richard,France,1927-05-17,M
18559,Jean Desailly,France,1920-08-24,M
18560,Michel Beaune,France,1933-12-13,M
18561,Cyrielle Clair,,1955-12-01,F
18563,Georges Lautner,France,1926-01-24,M
18566,Pierre Vernier,France,1931-05-25,M
18658,Mia Kirshner,Canada,1975-01-25,F
18686,Holly Hunter,USA,1958-03-20,F
18688,Harry Connick Jr.,USA,1967-09-11,M
18702,Mark Dacascos,USA,1964-02-26,M
18765,Alexandra Stewart,Canada,1939-06-10,F
18767,Jean Champion,,,M
18770,Bernard Ménez,France,1944-08-08,M
18778,Jean Poiret,France,1926-08-17,M
18779,Maurice Risch,France,1943-01-25,M
18792,Delroy Lindo,UK,1952-11-18,M
18811,Laurence Badie,France,1934-06-15,F
18814,Maurice Garrel,France,1923-02-24,M
18863,Eric Darnell,,,M
18864,Tom McGrath,USA,1964-08-07,M
18865,Louis Leterrier,France,1973-06-17,M
18878,Rob Cohen,USA,1949-03-12,M
18892,Goldie Hawn,USA,1945-11-21,F
18897,Jackie Chan,Hong Kong,1954-04-07,M
18898,Rob Minkoff,U.S.,1962-08-11,M
18899,Yuen Woo-ping,China,1945-01-01,M
18905,Peter J. Lucas,Poland,1962-06-02,M
18916,Kevin J. O'Connor,USA,1963-11-15,M
18918,Dwayne Johnson,USA,1972-05-02,M
18973,Mila Kunis,USSR [now Ukraine],1983-08-14,F
18976,Ashton Kutcher,USA,1978-02-07,M
18977,Ed O'Neill,USA,1946-04-12,M
18979,Christina Applegate,USA,1971-11-25,F
18999,J.K. Simmons,USA,1955-01-09,M
19034,Evangeline Lilly,Canada,1979-08-03,F
19062,Michel Duchaussoy,France,1938-11-29,M
19075,Philippe Morier-Genoud,,1944-03-02,M
19077,Xavier Legrand,Francia,1979-01-01,M
19080,Arnaud Henriet,,,
19116,Aure Atika,Portugal,1970-07-12,F
19117,Emmanuelle Devos,France[now Seine],1964-05-10,F
19118,Anton Yakovlev,USSR [now now Russia],1969-12-22,
19119,Mélanie Laurent,France,1983-02-21,F
19131,Marsha Mason,USA,1942-04-03,F
19144,Shannen Doherty,USA,1971-04-12,F
19152,Dylan Baker,USA,1959-10-07,M
19161,Sandrine Bonnaire,France,1967-05-31,F
19162,Jean-Pierre Cassel,France,1932-10-27,M
19163,Virginie Ledoyen,France,1976-11-15,F
19208,Matt Malloy,USA,1963-01-12,M
19210,James Van Der Beek,USA,1977-03-08,M
19270,Michèle Mercier,France,1939-01-01,F
19271,Anthony Russo,USA,1970-02-03,M
19274,Seth Rogen,Canada,1982-04-15,M
19278,Bill Hader,USA,1978-06-07,M
19300,Sammi Rotibi,,,M
19301,Yevgeni Lazarev,,,M
19302,Jason Mewes,USA,1974-06-12,M
19303,Kevin Smith,USA,1970-08-02,M
19311,Stephen Chbosky,United States,1970-01-25,M
19359,Marina de Van,France,1971-08-02,F
19360,Léa Drucker,France,1972-01-23,F
19362,Marc Rioufol,,,
19372,Danielle Durou,,,F
19375,François Guillaume,,,
19382,Anne Coesens,Belgique,1968-01-01,F
19444,Jack Knight,,1938-02-26,
19487,Jay Hernandez,USA,1978-02-20,M
19492,Viola Davis,USA,1965-08-11,F
19498,Jon Bernthal,USA,1977-09-20,M
19545,Jack Angel,,1930-10-24,M
19587,Rumi Hiiragi,Japan,1987-08-01,
19592,Tatsuya Gashûin,Japan,1950-12-10,F
19613,Mike Marshall,USA,1944-09-13,M
19632,Georges Géret,France,1924-10-18,M
19639,André Hunebelle,France,1896-09-01,M
19644,Christian Toma,,,
19645,Jacques Dynam,France,1923-12-30,M
19646,Mylène Demongeot,France,1935-09-29,F
19647,Robert Dalban,France,1903-07-19,M
19648,Marie-Hélène Arnaud,,,
19653,Olivier De Funès,France,1949-08-11,M
19655,James D'Arcy,UK,1975-08-24,M
19726,Ray Cooper,UK,1947-09-19,M
19753,Debbie Lee Carrington,USA,1959-12-14,F
19767,Snoop Dogg,USA,1971-10-20,M
19769,David Ayer,USA,1968-01-18,M
19776,Jean-Christophe Bouvet,France,1947-03-24,M
19794,Eddie Constantine,USA,1917-10-29,M
19839,David Paymer,USA,1954-08-30,M
19840,Alejandro Amenábar,Chile,1972-03-31,M
19861,Elizabeth Sung,Hong Kong,1954-10-14,F
19866,Guillaume Canet,France,1973-04-10,M
19868,Paterson Joseph,U.K.,1964-06-22,M
19869,Peter Youngblood Hills,South Africa,1978-01-28,M
19875,Daniel Caltagirone,Regno Unito,1972-06-18,M
19888,Géraldine Pailhas,France,1971-01-08,F
19901,Clive Russell,UK,1945-12-07,M
19903,Richard Bremmer,UK,1953-01-27,M
19923,Hugh Bonneville,England,1963-11-10,M
19934,Catherine Jacob,France,1956-12-16,F
19936,Michèle Moretti,France,1940-03-15,F
19995,Marianne Faithfull,UK,1946-12-29,F
20006,Christopher Reeve,USA,1952-09-25,M
20030,Jacques Perrin,France,1941-07-13,M
20054,Elaine Cassidy,Ireland,1979-12-31,F
20057,Michelle Fairley,Northern Ireland,1964-01-01,F
20070,Jim Carter,UK,1948-08-19,M
20073,Alexandra Leclère,Francia,,F
20080,Catherine Frot,France,1956-05-01,F
20081,Brigitte Catillon,France,1951-07-20,F
20082,Michel Vuillermoz,France,1962-12-18,M
20083,Christiane Millet,,,F
20086,Jean-Philippe Puymartin,EU,1959-12-18,M
20089,Jena Malone,USA,1984-11-21,F
20113,Claude Dauphin,France,1903-08-19,M
20115,Amidou,Morocco,1935-08-02,M
20191,Jose Pablo Cantillo,USA,1979-03-30,M
20192,Brian Taylor,UK,,M
20197,Mylène Jampanoï,Francia,1980-07-12,F
20212,Dermot Mulroney,USA,1963-10-31,M
20218,Eric Bress,,,M
20220,Elden Henson,USA,1977-08-30,M
20234,Fanny Ardant,France,1949-03-22,F
20235,Firmine Richard,Guadalupa,1947-09-25,F
20239,Vincent Pérez,Switzerland,1964-06-10,M
20243,Roger Ashton-Griffiths,United Kingdom,1957-01-19,M
20258,Thure Lindhardt,Denmark,1974-12-24,M
20277,David Suchet,UK,1946-05-02,M
20282,John Kavanagh,,,M
20283,Dwight Ewell,U.S.,1968-01-01,M
20285,Féodor Atkine,France,1948-02-27,M
20287,Laird Macintosh,USA,1962-06-27,M
20289,Neil Jackson,UK,1976-03-05,M
20307,Joachim Rønning,Norway,1972-05-30,M
20334,Tsunehiko Kamijô,Japan,1940-03-07,M
20338,Akihiro Miwa,Japan,1935-05-15,M
20425,Donald Sumpter,UK,1943-02-13,M
20430,Radu Mihăileanu,Romania,1958-04-23,M
20442,Roschdy Zem,France,1965-09-27,M
20471,Demetri Goritsas,USA,1971-08-24,M
20491,Vanessa Ferlito,USA,1980-12-28,F
20492,Jordan Ladd,USA,1975-01-14,F
20493,Sydney Tamiia Poitier,USA,1973-11-15,F
20494,Zoë Bell,New Zealand,1978-11-17,F
20495,Jeff Fahey,USA,1952-11-29,M
20497,Fergie,USA,1975-03-27,F
20503,Scott Mosier,USA,1971-03-05,M
20530,Philippine Leroy-Beaulieu,,1963-04-25,F
20532,Moussa Maaskri,Algérie,1962-11-15,M
20556,Bertrand Tavernier,France,1941-04-25,M
20577,Amira Casar,England,1971-05-01,F
20580,Joe Manganiello,USA,1976-12-28,M
20646,Gabriele Muccino,Italy,1967-05-20,M
20667,Sami Bouajila,France,1966-05-12,M
20672,Antoine Chappey,,1960-06-29,M
20709,Vincent Paronnaud,Francia,1970-01-01,M
20710,Chiara Mastroianni,France,1972-05-28,F
20718,Claude Berri,France,1934-07-01,M
20739,Adam Shankman,USA,1964-11-27,M
