id,nom,id,titre,annee,nbSpectateurs,idRealisateur,idGenre
18,Drame,11958,"Ni pour, ni contre (bien au contraire)",2003,,17520,18
35,Comédie,12089,Le Grand Blond avec une chaussure noire,1972,,25182,35
12,Aventure,12111,Les Spécialistes,1985,,37626,12
28,Action,12113,Mensonges d'État,2008,14160012,578,28
16,Animation,12429,Ponyo sur la falaise,2008,25300501,608,16
12,Aventure,12444,Harry Potter et les Reliques de la mort : 1ère partie,2010,119288233,11343,12
14,Fantastique,12445,Harry Potter et les Reliques de la mort : 2ème partie,2011,167688902,11343,14
35,Comédie,12490,Ordinary Decent Criminal,2000,,72467,35
9648,Mystère,12531,L'Appartement,1996,,72667,9648
35,Comédie,12709,Ridicule,1996,312978,37626,35
12,Aventure,12717,Le Château de ma mère,1990,,25182,12
35,Comédie,13043,Camping,2006,,74112,35
35,Comédie,13045,Le prix à payer,2007,,20073,35
18,Drame,13223,Gran Torino,2008,33744778,190,18
28,Action,13249,Seraphim Falls,2006,149538,77458,28
18,Drame,13291,Trahison,2008,2941353,6047,18
18,Drame,13384,Kes,1970,,15488,18
53,Thriller,13448,Anges & Démons,2009,44576679,6159,53
18,Drame,13726,Un secret,2007,,18209,18
35,Comédie,13727,Disco,2008,,74112,35
35,Comédie,13728,Enfermés dehors,2006,458348,14606,35
35,Comédie,13735,Les Randonneurs à Saint-Tropez,2008,,123979,35
28,Action,13813,Les insurgés,2008,6394402,9181,28
18,Drame,13885,Sweeney Todd : Le Diabolique Barbier de Fleet Street,2007,19000000,510,18
35,Comédie,14257,La Folie des grandeurs,1971,,11195,35
10751,Familial,14411,"Sinbad, la légende des sept mers",2003,10095985,52870,10751
18,Drame,14462,Un Crime dans la tête,2004,12013245,16294,18
35,Comédie,14645,Le Père Noël est une ordure,1982,,64909,35
35,Comédie,14646,Un air de famille,1996,,17520,35
35,Comédie,14648,Podium,2004,,112197,35
80,Crime,14765,MR 73,2008,,52342,80
12,Aventure,14869,G.I. Joe : Le Réveil du Cobra,2009,37808627,7775,12
18,Drame,14949,Roman de gare,2007,,16862,18
35,Comédie,15019,Trop jeune pour elle,2007,1197061,57434,35
18,Drame,15036,Eden à l'ouest,2009,,27436,18
35,Comédie,15097,La Cité de la Peur,1994,,44554,35
35,Comédie,15159,La Panthère rose 2,2009,9483879,21981,35
28,Action,15362,Mesrine : L'Ennemi public n°1,2008,,58324,28
12,Aventure,15371,Le Château de Cagliostro,1979,,608,12
10752,Guerre,15383,L'Armée des ombres,1969,92720,3831,10752
18,Drame,15390,Les Enfants terribles,1950,,3831,18
18,Drame,15457,Faubourg 36,2008,106321,43993,18
80,Crime,15588,OSS 117 : Rio ne répond plus,2009,,67717,80
28,Action,15638,Le Premier cercle,2009,,78489,28
35,Comédie,15709,De l'autre côté du lit,2008,,144812,35
18,Drame,16277,La Journée de la jupe,2008,,82289,18
10402,Musique,16366,"Joseph, le roi des rêves",2000,,80698,10402
18,Drame,16869,Inglourious Basterds,2009,40181961,138,18
12,Aventure,17227,Jacquou le Croquant,2007,,448563,12
35,Comédie,17272,Ali G: Bling Bling,2001,,26205,35
35,Comédie,17350,Brice de Nice,2005,,35959,35
878,Science-Fiction,17431,Moon,2009,1220013,81850,878
12,Aventure,17578,Les aventures de Tintin : Le secret de la licorne,2011,46492508,488,12
12,Aventure,17653,La Légende de Fong Sai-Yuk,1993,494614,35452,12
28,Action,17809,Fist of Legend,1994,238467,64901,28
35,Comédie,17813,Alex & Emma,2003,1921112,3026,35
18,Drame,17845,Loft,2008,,82418,18
35,Comédie,17856,"Ali G, Aiii",2000,,26205,35
35,Comédie,18419,3 zéros,2002,,74112,35
35,Comédie,18457,Le Boulet,2002,,24886,35
35,Comédie,18480,Brüno,2009,,6767,35
53,Thriller,18487,L'Attaque du métro 123,2009,18770765,893,53
35,Comédie,18628,Alexandre le bienheureux,1968,,25182,35
18,Drame,18897,Ne te retourne pas,2009,,19359,18
35,Comédie,18906,"Musée haut, musée bas",2008,,83842,35
53,Thriller,18940,Secret Défense,2008,,67716,53
35,Comédie,19099,Le Cœur des hommes,2003,,144257,35
35,Comédie,19100,Nos jours heureux,2006,,84426,35
35,Comédie,19123,La Chèvre,1981,,38507,35
18,Drame,19178,La Traversée de Paris,1956,,37770,18
35,Comédie,19268,Tellement proches,2009,,84425,35
35,Comédie,19548,Le Grand Restaurant,1966,,84818,35
35,Comédie,20106,Mais qui a tué Pamela Rose ?,2003,,85340,35
35,Comédie,20200,Narco,2004,102907,54291,35
35,Comédie,20626,Envoyés très spéciaux,2009,,21126,35
9648,Mystère,20649,Clockers,1995,1633939,5281,9648
18,Drame,20778,Le Doulos,1962,,3831,18
35,Comédie,20912,She Hate Me,2004,45641,5281,35
35,Comédie,21037,"Ali G, Innit",1999,,26205,35
99,Documentaire,21189,Lost in La Mancha,2002,,74647,99
53,Thriller,21382,Le serpent,2006,,563586,53
35,Comédie,21435,Les Bronzés 3 : Amis pour la vie,2006,,37626,35
10749,Romance,21494,Molière,2007,,64575,10749
28,Action,21776,Le Convoyeur,2004,,8373,28
35,Comédie,21778,RRRrrrr!!!,2004,1756795,4275,35
14,Fantastique,21788,Les enfants de Timpelbach,2008,,967600,14
35,Comédie,21861,LOL (Laughing Out Loud),2008,3931452,229568,35
12,Aventure,22183,Angélique et le Roy,1966,,133271,12
28,Action,22240,Ripoux contre ripoux,1990,,11201,28
10749,Romance,22274,Caos Calmo,2008,,119356,10749
10749,Romance,22650,Mélodie en sous-sol,1963,,34580,10749
80,Crime,23168,The Town,2010,19253267,880,80
18,Drame,23169,Remember me,2010,7004111,16834,18
18,Drame,23830,Last Night,2010,955617,90607,18
35,Comédie,24260,Inspecteur La Bavure,1980,,11201,35
80,Crime,24583,Péril en la Demeure,1985,,39243,80
18,Drame,25205,Le Concert,2009,,20430,18
53,Thriller,25500,Feux rouges,2004,,93903,53
35,Comédie,25518,La belle verte,1996,,35208,35
35,Comédie,25866,Le Corniaud,1965,,11195,35
18,Drame,26030,Bob le flambeur,1956,5126,3831,18
80,Crime,26252,Pépé le Moko,1937,19486,39058,80
18,Drame,26338,Romance,1999,164256,6295,18
12,Aventure,26428,Agora,2009,4880188,19840,12
12,Aventure,26505,Arthur et la vengeance de Maltazard,2009,,59,12
18,Drame,26636,Twentynine Palms,2003,,95901,18
35,Comédie,26691,Neuilly sa mère !,2009,,1335250,35
80,Crime,27053,Le jour se lève,1939,,25161,80
80,Crime,27061,Deux hommes dans Manhattan,1959,,3831,80
10749,Romance,27067,La Vie de Jésus,1997,,95901,10749
28,Action,27205,Inception,2010,103191595,525,28
80,Crime,27430,Touchez pas au grisbi,1954,,103393,80
53,Thriller,27578,Expendables : Unité spéciale,2010,34308799,16483,53
18,Drame,28971,Les feux de la rampe,1952,125000,13848,18
35,Comédie,28973,Un roi à New York,1957,,13848,35
35,Comédie,28978,Le cirque,1928,,13848,35
12,Aventure,28981,Bons baisers d'Athènes,1979,,16566,12
18,Drame,29379,Une semaine sur deux,2009,,238400,18
18,Drame,29415,La Bête humaine,1938,,11528,18
35,Comédie,30163,Les Fugitifs,1986,,38507,35
10752,Guerre,30432,L'Armée du crime,2009,,5069,10752
27,Horreur,30497,Massacre à la tronçonneuse,1974,3857375,10051,27
35,Comédie,30588,Monsieur Verdoux,1947,,13848,35
99,Documentaire,30599,Kobe Doin' Work,2009,,5281,99
10402,Musique,30621,"HIStory on Film, Volume II",1997,,1099309,10402
35,Comédie,31203,Le Petit Nicolas,2009,,64575,35
80,Crime,31354,Mon idole,2002,,19866,80
35,Comédie,31522,Une Femme est une femme,1961,12581,3776,35
28,Action,31618,La Main droite du diable,1988,,27436,28
35,Comédie,31819,Charlot s'évade,1917,,13848,35
35,Comédie,32390,Palais Royal!,2005,,62531,35
35,Comédie,32458,Forgotten Silver,1995,,109253,35
12,Aventure,32657,Percy Jackson - Le voleur de foudre,2010,28312151,10965,12
35,Comédie,32856,Valentine's Day,2010,27060706,1201,35
35,Comédie,33095,Le péril jeune,1994,,17520,35
18,Drame,33302,Une hirondelle a fait le printemps,2001,,70221,18
35,Comédie,33489,Tout ça... pour ça !,1993,,16862,35
35,Comédie,33491,Vénus beauté (institut),1999,,125037,35
35,Comédie,33701,Les Bronzés font du ski,1979,,37626,35
18,Drame,33998,Un singe en hiver,1962,,34580,18
35,Comédie,34186,Le couperet,2005,,27436,35
35,Comédie,34279,Cinéman,2009,,112197,35
12,Aventure,34280,L'Aventure c'est l'aventure,1972,,16862,12
14,Fantastique,35552,Les Aventures extraordinaires d'Adèle Blanc-Sec,2010,4262500,59,14
18,Drame,35824,The Navigators,2001,,15488,18
14,Fantastique,35831,Belphégor - Le fantôme du Louvre,2001,,54222,14
35,Comédie,36108,Chacun son cinéma,2007,,16767,35
10752,Guerre,36140,Loin du Vietnam,1967,,3776,10752
10752,Guerre,36143,Flandres,2006,,95901,10752
35,Comédie,36208,Une vie de chien,1918,,13848,35
12,Aventure,36557,Casino Royale,2006,74880745,10702,12
80,Crime,36576,L'héritier de la Panthère Rose,1983,561498,1927,80
35,Comédie,36598,Trésor,2009,,20718,35
12,Aventure,36643,Le Monde ne suffit pas,1999,45229050,10781,12
12,Aventure,36669,Meurs un autre jour,2002,53996389,7256,12
12,Aventure,36670,Jamais plus jamais,1983,20000000,10930,12
18,Drame,36998,Le huitième jour,1996,,107490,18
27,Horreur,37169,The Human Centipede (First Sequence),2009,,118639,27
12,Aventure,37430,Conan,2011,6099377,29922,12
80,Crime,37454,Maigret tend un piège,1958,,70854,80
28,Action,37645,L'Immortel,2010,,35896,28
28,Action,37724,Skyfall,2012,138570126,39,28
18,Drame,38018,Les égarés,2003,,96627,18
18,Drame,38167,"Mange, prie, aime",2010,25574252,52779,18
35,Comédie,38210,18 ans après,2003,,35208,35
35,Comédie,38277,Camping 2,2010,,74112,35
35,Comédie,38438,Buffet froid,1979,,34262,35
53,Thriller,38700,Bad Boys for Life,2020,,1399841,53
80,Crime,38883,Protéger et servir,2010,,121588,80
14,Fantastique,39135,The Vintner's Luck,2009,,15287,14
35,Comédie,39385,La Vérité si je mens !,1997,3682000,113610,35
10402,Musique,39405,U,2006,,122847,10402
35,Comédie,39422,À gauche en sortant de l'ascenseur,1988,,24380,35
18,Drame,39538,Contagion,2011,17193949,1884,18
35,Comédie,39691,Comme chiens et chats : La revanche de Kitty Galore,2010,14060470,132876,35
18,Drame,39770,Brève traversée,2001,,6295,18
35,Comédie,39964,Une Fille qui a du chien,1999,12,88060,35
35,Comédie,40061,Joyeuses Pâques,1984,,18563,35
35,Comédie,40177,Les Démons de Jésus,1997,,145302,35
10749,Romance,40413,Les Randonneurs,1997,,123979,10749
35,Comédie,40415,Le Vélo de Ghislain Lambert,2001,,123979,35
12,Aventure,40623,Panique au village,2009,,126597,12
35,Comédie,40627,Cuisine et dépendances,1993,,73508,35
18,Drame,40650,Le Silence de la mer,1949,,3831,18
28,Action,40805,The Green Hornet,2011,28477156,201,28
12,Aventure,40815,Le Bossu,1997,,34613,12
18,Drame,40978,Emmanuelle 4,1984,,70171,18
28,Action,41154,Men in Black III,2012,78003347,5174,28
14,Fantastique,41499,Barbe Bleue,2009,,6295,14
35,Comédie,42501,Le Souffle au cœur,1971,,15389,35
18,Drame,42726,Un homme et une femme,1966,,16862,18
80,Crime,42741,Un Flic,1972,,3831,80
18,Drame,43360,Le Plaisir,1952,,14353,18
28,Action,44048,Unstoppable,2010,20975683,893,28
35,Comédie,44155,L'Italien,2010,,61985,35
18,Drame,44214,Black Swan,2010,40975466,6431,18
80,Crime,44256,Razzia sur la chnouf,1955,,130630,80
12,Aventure,44450,"Angélique, Marquise des Anges",1964,,133271,12
12,Aventure,44453,Merveilleuse Angélique,1965,,133271,12
35,Comédie,44706,Le Pari,1997,,59031,35
35,Comédie,44710,Bienvenue chez les Rozes,2003,,235496,35
12,Aventure,44826,Hugo Cabret,2011,23221270,1032,12
18,Drame,45269,Le Discours d'un roi,2010,51776443,70500,18
80,Crime,45368,Comme les 5 doigts de la main,2010,,64205,80
10749,Romance,45802,Les bas-fonds,1936,,11528,10749
80,Crime,46326,Le quai des brumes,1938,,25161,80
18,Drame,46332,Des hommes et des dieux,2010,5178008,72320,18
18,Drame,46581,Contes immoraux,1973,,130313,18
35,Comédie,47650,Charlot policeman,1917,,13848,35
35,Comédie,47653,L'Émigrant,1917,,13848,35
18,Drame,47943,"Harry, un ami qui vous veut du bien",2000,477306,18175,18
28,Action,47971,xXx - Reactivated,2017,43268457,40256,28
35,Comédie,48034,Les Petits Mouchoirs,2010,6066433,19866,35
18,Drame,48150,Un Cœur en hiver,1992,208313,20789,18
18,Drame,48171,Le Rite,2011,12005954,29605,18
18,Drame,48216,La bûche,1999,,1963,18
18,Drame,48524,Trop belle pour toi,1989,,34262,18
35,Comédie,48769,Papy fait de la résistance,1983,,64909,35
18,Drame,49001,L'Autre monde,2010,,18176,18
18,Drame,49014,Cosmopolis,2012,757944,224,18
28,Action,49026,The Dark Knight Rises,2012,135130160,525,28
35,Comédie,49398,Deux heures moins le quart avant Jésus Christ,1982,,24381,35
28,Action,49849,Cowboys & envahisseurs,2011,21852790,15277,28
10402,Musique,49959,Clara et les chics types,1980,,37638,10402
35,Comédie,50212,Le quart d'heure américain,1982,,1179581,35
35,Comédie,50216,Les héros n'ont pas froid aux oreilles,1979,,584380,35
35,Comédie,50226,Sans peur et sans reproche,1988,,21171,35
18,Drame,50512,Anna Karenine,1997,98978,57851,18
35,Comédie,51090,L'Âge de raison,2010,,55379,35
35,Comédie,51196,La vengeance d'une blonde,1994,,16187,35
35,Comédie,51447,Potiche,2010,201375,4387,35
35,Comédie,51540,Comment tuer son boss ?,2011,26200000,71600,35
35,Comédie,51861,Jet Set,2000,,74112,35
35,Comédie,51925,Les Sous-doués en vacances,1982,,11201,35
18,Drame,51991,Les émotifs anonymes,2010,,145117,18
35,Comédie,52077,Rien à déclarer,2010,,37627,35
10749,Romance,52286,L'Étudiante,1988,,1961,10749
18,Drame,52366,Lucie Aubrac,1997,57319,20718,18
12,Aventure,52451,Les Trois mousquetaires,2011,16534310,4014,12
18,Drame,52492,Un barrage contre le Pacifique,2008,,129896,18
35,Comédie,52538,Mariages !,2004,,113606,35
35,Comédie,52557,Banzaï,1983,,11201,35
9648,Mystère,52999,L'Adversaire,2002,,24485,9648
35,Comédie,53179,Le Maître d'école,1981,,20718,35
35,Comédie,53417,Charlot pompier,1916,,13848,35
35,Comédie,53418,Charlot rentre tard,1916,,13848,35
35,Comédie,53423,Charlot soldat,1918,,13848,35
35,Comédie,53429,Jour de paye,1922,,13848,35
35,Comédie,53430,Le Pélerin,1923,,13848,35
35,Comédie,53520,Visage,2009,,71174,35
35,Comédie,54147,Elle voit des nains partout !,1982,,150015,35
18,Drame,55787,De l'eau pour les éléphants,2011,14636862,10943,18
18,Drame,55976,Marche à l'ombre,1984,,21175,18
80,Crime,56415,Les Lyonnais,2011,,52342,80
35,Comédie,56648,Le jouet,1976,,38507,35
35,Comédie,56715,Les Visiteurs en Amérique,2001,,64909,35
35,Comédie,57141,"Le ciel, les oiseaux et... ta mère !",1999,,108060,35
35,Comédie,57243,Les Femmes du 6e étage,2010,,74118,35
35,Comédie,57308,P.R.O.F.S,1985,,225892,35
28,Action,57695,La Princesse de Montpensier,2010,846890,20556,28
18,Drame,58090,Le Rouge et le Noir,1997,,24507,18
18,Drame,58833,Tchao Pantin,1983,,20718,18
9648,Mystère,58925,Mr. Klein,1976,,39009,9648
28,Action,59145,L'Assaut,2010,,84439,28
80,Crime,59434,Le Cave se rebiffe,1961,,33781,80
35,Comédie,59455,Pour 100 briques t'as plus rien !,1982,,24380,35
35,Comédie,59861,Il n'est jamais trop tard,2011,4520046,31,35
35,Comédie,59959,Vous n'aurez pas l'Alsace et la Lorraine,1977,,11214,35
28,Action,59961,Sécurité rapprochée,2012,26009525,125738,28
35,Comédie,60175,Les Sous-doués,1980,,11201,35
35,Comédie,60194,Le coup du parapluie,1980,,11195,35
80,Crime,60670,Les Rivières pourpres,2000,,2406,80
28,Action,60672,Les Rivières pourpres 2 : Les Anges de l'apocalypse,2004,,16919,28
18,Drame,60797,Le Grand Chemin,1987,,229236,18
18,Drame,60859,L'Aveu,1970,,27436,18
35,Comédie,61226,L'Incorrigible,1975,,34613,35
28,Action,61404,À bout portant,2010,,77008,28
16,Animation,61672,"Titeuf, le film",2011,,570328,16
35,Comédie,61765,Les tribulations d'un chinois en Chine,1965,,34613,35
35,Comédie,61852,Le grand bazar,1973,,11201,35
35,Comédie,62029,Bingo Bongo,1982,,53657,35
35,Comédie,62213,Dark Shadows,2012,30690893,510,35
35,Comédie,62363,Le viager,1972,,34630,35
18,Drame,62580,La Fille du puisatier,2011,,6012,18
35,Comédie,62675,Le distrait,1970,,24501,35
12,Aventure,62764,Blanche Neige,2012,22877315,56512,12
35,Comédie,62790,Signé Furax,1980,,1138743,35
35,Comédie,62848,Un drôle de paroissien,1963,,24397,35
35,Comédie,63172,L'an 01,1973,,118020,35
35,Comédie,63229,Le bon roi Dagobert,1984,,57641,35
80,Crime,63310,Bullhead,2011,,236859,80
35,Comédie,63689,La machine à découdre,1986,,24397,35
10749,Romance,63892,"Léon Morin, prêtre",1961,,3831,10749
18,Drame,64099,Un couple,1960,,24397,18
18,Drame,64336,Y a-t'il un Français dans la salle?,1982,,24397,18
18,Drame,64337,Un linceul n'a pas de Poches,1974,,24397,18
35,Comédie,64419,Le miraculé,1987,,24397,35
10749,Romance,64504,La femme de mon pote,1983,,34262,10749
35,Comédie,64567,Grosse fatigue,1994,,21175,35
18,Drame,64584,Parfait amour!,1996,,6295,18
35,Comédie,64675,Les rois du gag,1985,,11201,35
18,Drame,64682,Gatsby le magnifique,2013,43880052,6201,18
35,Comédie,64890,La grande lessive (!),1968,,24397,35
14,Fantastique,65016,La belle endormie,2010,3598,6295,14
18,Drame,65086,La Dame en noir,2012,15966342,63306,18
18,Drame,65296,L'humanité,1999,,95901,18
35,Comédie,65449,Le fils de Gascogne,1995,,543364,35
53,Thriller,65754,Millénium : Les hommes qui n'aimaient pas les femmes,2011,29077178,7467,53
35,Comédie,66129,Les Tuche,2011,,61985,35
80,Crime,67754,Les vécés étaient fermés de l'intérieur,1976,,37626,80
18,Drame,67960,Le fils préféré,1994,,24485,18
18,Drame,68718,Django Unchained,2012,53171029,138,18
878,Science-Fiction,68724,Elysium,2013,35767587,82194,878
28,Action,68726,Pacific Rim,2013,50950363,10828,28
53,Thriller,68727,Trance,2013,3032696,2034,53
18,Drame,68734,Argo,2012,29040516,880,18
35,Comédie,69044,"Viens chez moi, j'habite chez une copine",1981,,37626,35
18,Drame,69668,Dream house,2011,4812792,53334,18
35,Comédie,70532,Les Secrets professionnels du Dr Apfelglück,1991,,21177,35
878,Science-Fiction,70981,Prometheus,2012,50396267,578,878
28,Action,71056,Laisse aller... c'est une valse,1971,,18563,28
35,Comédie,71183,People Jet set 2,2004,,74112,35
18,Drame,71632,Mauvaise Passe,1999,,21175,18
28,Action,71676,Ghost Rider : L'Esprit de vengeance,2011,18652169,20192,28
35,Comédie,72113,Carnage,2011,3450383,3556,35
35,Comédie,72262,Les babas cool,1981,,26183,35
53,Thriller,72784,Vertiges,2014,1259598,82418,53
18,Drame,72852,Hadewijch,2009,,95901,18
35,Comédie,73057,Quatre garçons pleins d'avenir,1997,,82289,35
18,Drame,73532,Le Havre,2011,,16767,18
18,Drame,74643,The Artist,2011,16679107,67717,18
10751,Familial,74944,La guerre des boutons,2011,,55379,10751
35,Comédie,75491,Le chat du rabbin,2011,,119498,35
28,Action,75612,Oblivion,2013,35771071,86270,28
53,Thriller,75656,Insaisissables,2013,14712361,18865,53
28,Action,76163,Expendables 2 : Unité spéciale,2012,39071677,12786,28
28,Action,76338,Thor : Le Monde des ténèbres,2013,80571425,47005,28
35,Comédie,76493,The Dictator,2012,22422441,6767,35
80,Crime,76644,Le désordre et la nuit,1958,,33781,80
18,Drame,76772,Voici le temps des assassins...,1956,,39058,18
35,Comédie,76872,La vie de chantier,2004,,37627,35
35,Comédie,77460,Beur sur la ville,2011,,108060,35
12,Aventure,77673,La vengeance du serpent à plumes,1984,,11195,12
35,Comédie,78476,Mon pire cauchemar,2011,,48583,35
35,Comédie,79113,Il était une fois à Castlebury...,2011,,62081,35
10749,Romance,79756,Signes extérieurs de richesse,1983,,37638,10749
35,Comédie,79762,Tranches de vie,1985,,26183,35
16,Animation,80321,Madagascar 3 : Bons baisers d'Europe,2012,93365159,12080,16
18,Drame,80843,La Bête du Gévaudan,2003,,590541,18
36,Histoire,82695,Les Misérables,2012,55226221,70500,36
18,Drame,83542,Cloud Atlas,2012,16310358,1071,18
18,Drame,84316,My Brother the Devil,2012,,930699,18
99,Documentaire,84334,Sugar Man,2012,,930708,99
10749,Romance,85735,L'amour dure trois ans,2011,,56405,10749
18,Drame,86834,Noé,2014,45329684,6431,18
18,Drame,86837,Amour,2012,3730594,6011,18
35,Comédie,86868,La Vérité si je mens ! 3,2012,5115622,113610,35
18,Drame,87093,Big Eyes,2014,3610438,510,18
878,Science-Fiction,87421,Riddick,2013,12292161,28239,878
18,Drame,87502,Flight,2012,20221546,24,18
18,Drame,88794,J. Edgar,2011,10575753,190,18
18,Drame,89455,360,2012,207991,8557,18
18,Drame,89456,Hors Satan,2011,,95901,18
35,Comédie,89899,Les Infidèles,2012,,25340,35
35,Comédie,91052,J'aime regarder les filles,2011,,939098,35
18,Drame,91690,Les neiges du Kilimandjaro,2011,,5069,18
10749,Romance,92424,L'Art d'aimer,2011,,65569,10749
28,Action,94348,Alex Cross,2012,3794154,18878,28
28,Action,97020,RoboCop,2014,30336120,52576,28
18,Drame,97365,De rouille et d'os,2012,3220253,17496,18
10751,Familial,99770,Astérix et Obélix : Au service de Sa Majesté,2012,,64575,10751
28,Action,99861,Avengers : L'Ère d'Ultron,2015,175675461,12891,28
35,Comédie,100830,Radiostars,2012,,78221,35
80,Crime,106646,Le Loup de Wall Street,2013,49000086,1032,80
35,Comédie,107985,Le Dernier Pub avant la fin du monde,2013,5761160,11090,35
35,Comédie,109443,Légendes vivantes,2013,21706126,55710,35
18,Drame,110428,"Camille Claudel, 1915",2013,14482,95901,18
80,Crime,112205,Malavita,2013,4611778,59,80
16,Animation,116711,Epic : La bataille du royaume secret,2013,33553329,5713,16
28,Action,117263,La Chute de la Maison-Blanche,2013,20128205,20907,28
28,Action,118340,Les gardiens de la galaxie,2014,96597075,15218,28
35,Comédie,120467,The Grand Budapest Hotel,2014,21825039,5655,35
35,Comédie,121875,Dans la maison,2012,1484880,4387,35
35,Comédie,121936,Un Bonheur n'arrive jamais seul,2012,,35959,35
12,Aventure,127380,Le Monde de Dory,2016,128571361,7,12
10751,Familial,128592,Du vent dans mes mollets,2012,,585078,10751
35,Comédie,135281,Camille redouble,2012,,49168,35
99,Documentaire,135921,Everything or Nothing,2012,,589610,99
28,Action,136400,2 Guns,2013,16492551,67813,28
80,Crime,136835,Double trahison,2014,6728801,134156,80
12,Aventure,137116,Les Schtroumpfs et le village perdu,2017,24647943,12079,12
18,Drame,137182,Alabama Monroe,2012,684382,239672,18
28,Action,138103,Expendables 3,2014,25771568,143059,28
28,Action,140607,Star Wars : Le Réveil de la Force,2015,258527953,15344,28
28,Action,141052,Justice League,2017,82240536,15217,28
35,Comédie,143567,Comme des frères,2012,,1119418,35
18,Drame,144566,Mauvaise Fille,2012,,56404,18
35,Comédie,144726,L'année sainte,1976,,39138,35
35,Comédie,145220,Opération Muppets,2014,10047911,26205,35
28,Action,146216,Red 2,2013,18512500,15002,28
35,Comédie,147686,Mes héros,2012,,72266,35
12,Aventure,149087,En solitaire,2013,878732,66842,12
53,Thriller,149509,Horns,2013,,59291,53
10749,Romance,152584,La Vie d'Adèle - Chapitres 1 et 2,2013,1270711,17458,10749
18,Drame,154400,Quand vient la nuit,2014,2381816,236859,18
53,Thriller,156022,Equalizer,2014,24041342,20907,53
18,Drame,156236,Alceste à bicyclette,2013,1344984,74118,18
12,Aventure,157336,Interstellar,2014,84390002,525,12
18,Drame,157370,Kill your darlings - Obsession meurtrière,2013,,1138699,18
18,Drame,157834,Zero Theorem,2013,96338,280,18
35,Comédie,158423,Max,2013,,586624,35
35,Comédie,164249,Le Père Noël est une ordure,1979,,1179581,35
35,Comédie,167364,Turf,2013,,74112,35
28,Action,168259,Fast & Furious 7,2015,188281170,2127,28
18,Drame,168672,American Bluff,2013,31396475,17883,18
35,Comédie,173185,20 ans d'écart,2013,,56735,35
35,Comédie,177645,Le Débarquement,2013,,1146860,35
80,Crime,181283,Enfant 44,2015,415541,125738,80
35,Comédie,186161,La Cage dorée,2013,,212080,35
28,Action,188927,Star Trek  : Sans limites,2016,42933977,58189,28
35,Comédie,190880,"Les Garçons et Guillaume, à Table !",2013,,6554,35
53,Thriller,190955,Blood Ties,2013,301934,19866,53
28,Action,192141,No Escape,2015,6802359,77147,28
35,Comédie,192324,Sac De Nœuds,1985,,35137,35
53,Thriller,195590,No Way Out,2016,601440,999760,53
18,Drame,197082,La Vénus à la fourrure,2013,42772,3556,18
14,Fantastique,197796,La Belle et la Bête,2014,6137500,8296,14
35,Comédie,199643,Le Grand Méchant Loup,2013,,76818,35
18,Drame,200645,Marius,2013,,6012,18
16,Animation,204436,Jack et la mécanique du cœur,2014,,1186851,16
36,Histoire,205596,Imitation Game,2014,29194463,77965,36
28,Action,206647,Spectre,2015,110084326,39,28
28,Action,209112,Batman v Superman : L’aube de la justice,2016,109157524,15217,28
35,Comédie,209355,Quai d'Orsay,2013,,20556,35
9648,Mystère,210577,Gone girl,2014,46166295,7467,9648
18,Drame,211923,"Rive droite, rive gauche",1984,,69681,18
18,Drame,212716,Et (beaucoup) plus si affinités,2013,980875,71280,18
53,Thriller,214093,L'Amour est un crime parfait,2013,,144782,53
35,Comédie,214756,Ted 2,2015,26982950,52139,35
35,Comédie,215303,Le cœur des hommes 3,2013,,144257,35
35,Comédie,217807,On se calme et on boit frais à Saint-Tropez,1987,,278819,35
18,Drame,218993,Avant l'hiver,2013,,54273,18
35,Comédie,220474,Deux enfoirés à Saint-Tropez,1986,,278819,35
18,Drame,221667,Saint Laurent,2014,,146438,18
12,Aventure,222230,Angélique,2013,,23728,12
35,Comédie,222270,Mieux vaut être riche et bien portant que fauché et mal foutu,1980,,278819,35
35,Comédie,223954,Jacky au royaume des filles,2014,,83793,35
35,Comédie,227159,Comment tuer son boss 2,2014,13458794,74619,35
18,Drame,228066,Docteur Frankenstein,2015,4278412,2291,18
18,Drame,228194,Les Recettes du bonheur,2014,11110102,5306,18
18,Drame,228968,Kidnapping Mr. Heineken,2015,329190,76325,18
28,Action,240832,Lucy,2014,15818353,59,28
12,Aventure,241259,Alice de l'autre côté du miroir,2016,37432128,26205,12
35,Comédie,241727,Gaspard Proust tapine,2013,,552975,35
35,Comédie,241875,Jamais le premier soir,2014,,1276866,35
99,Documentaire,245484,Monsieur de Funès,2013,,,99
18,Drame,245775,Yves Saint Laurent,2014,2628286,72327,18
18,Drame,250734,Loin de la foule déchaînée,2015,3778747,4453,18
35,Comédie,253344,Teach me love,2015,,56717,35
99,Documentaire,253639,And the Oscar Goes To...,2014,,109402,99
80,Crime,254904,The November Man,2014,4069514,21370,80
10749,Romance,256591,Diversion,2015,19245370,56411,10749
99,Documentaire,256876,Red Army,2014,86825,1255496,99
18,Drame,256913,Une rencontre,2014,,229568,18
18,Drame,257785,Tulip Fever,2017,428208,71570,18
28,Action,258489,Tarzan,2016,44592882,11343,28
28,Action,263341,Tigre et Dragon 2,2016,,18899,28
53,Thriller,265964,96 heures,2014,,73235,53
18,Drame,266040,Bird People,2014,,32501,18
28,Action,267193,Grimsby : Agent trop spécial,2016,3147866,18865,28
