id,titre,annee,nbSpectateurs,idRealisateur,idGenre
32856,Valentine's Day,2010,27060706,1201,35
33095,Le péril jeune,1994,,17520,35
33302,Une hirondelle a fait le printemps,2001,,70221,18
33489,Tout ça... pour ça !,1993,,16862,35
33491,Vénus beauté (institut),1999,,125037,35
33701,Les Bronzés font du ski,1979,,37626,35
33998,Un singe en hiver,1962,,34580,18
34186,Le couperet,2005,,27436,35
34279,Cinéman,2009,,112197,35
34280,L'Aventure c'est l'aventure,1972,,16862,12
35552,Les Aventures extraordinaires d'Adèle Blanc-Sec,2010,4262500,59,14
35824,The Navigators,2001,,15488,18
35831,Belphégor - Le fantôme du Louvre,2001,,54222,14
36108,Chacun son cinéma,2007,,16767,35
36140,Loin du Vietnam,1967,,3776,10752
36143,Flandres,2006,,95901,10752
36208,Une vie de chien,1918,,13848,35
36557,Casino Royale,2006,74880745,10702,12
36576,L'héritier de la Panthère Rose,1983,561498,1927,80
36598,Trésor,2009,,20718,35
36643,Le Monde ne suffit pas,1999,45229050,10781,12
36669,Meurs un autre jour,2002,53996389,7256,12
36670,Jamais plus jamais,1983,20000000,10930,12
36998,Le huitième jour,1996,,107490,18
37169,The Human Centipede (First Sequence),2009,,118639,27
37430,Conan,2011,6099377,29922,12
37454,Maigret tend un piège,1958,,70854,80
37645,L'Immortel,2010,,35896,28
37724,Skyfall,2012,138570126,39,28
38018,Les égarés,2003,,96627,18
38167,"Mange, prie, aime",2010,25574252,52779,18
38210,18 ans après,2003,,35208,35
38277,Camping 2,2010,,74112,35
38438,Buffet froid,1979,,34262,35
38700,Bad Boys for Life,2020,,1399841,53
38883,Protéger et servir,2010,,121588,80
39135,The Vintner's Luck,2009,,15287,14
39385,La Vérité si je mens !,1997,3682000,113610,35
39405,U,2006,,122847,10402
39422,À gauche en sortant de l'ascenseur,1988,,24380,35
39538,Contagion,2011,17193949,1884,18
39691,Comme chiens et chats : La revanche de Kitty Galore,2010,14060470,132876,35
39770,Brève traversée,2001,,6295,18
39964,Une Fille qui a du chien,1999,12,88060,35
40061,Joyeuses Pâques,1984,,18563,35
40177,Les Démons de Jésus,1997,,145302,35
40413,Les Randonneurs,1997,,123979,10749
40415,Le Vélo de Ghislain Lambert,2001,,123979,35
40623,Panique au village,2009,,126597,12
40627,Cuisine et dépendances,1993,,73508,35
40650,Le Silence de la mer,1949,,3831,18
40805,The Green Hornet,2011,28477156,201,28
40815,Le Bossu,1997,,34613,12
40978,Emmanuelle 4,1984,,70171,18
41154,Men in Black III,2012,78003347,5174,28
41499,Barbe Bleue,2009,,6295,14
42501,Le Souffle au cœur,1971,,15389,35
42726,Un homme et une femme,1966,,16862,18
42741,Un Flic,1972,,3831,80
43360,Le Plaisir,1952,,14353,18
44048,Unstoppable,2010,20975683,893,28
44155,L'Italien,2010,,61985,35
44214,Black Swan,2010,40975466,6431,18
44256,Razzia sur la chnouf,1955,,130630,80
44450,"Angélique, Marquise des Anges",1964,,133271,12
44453,Merveilleuse Angélique,1965,,133271,12
44706,Le Pari,1997,,59031,35
44710,Bienvenue chez les Rozes,2003,,235496,35
44826,Hugo Cabret,2011,23221270,1032,12
45269,Le Discours d'un roi,2010,51776443,70500,18
45368,Comme les 5 doigts de la main,2010,,64205,80
45802,Les bas-fonds,1936,,11528,10749
46326,Le quai des brumes,1938,,25161,80
46332,Des hommes et des dieux,2010,5178008,72320,18
46581,Contes immoraux,1973,,130313,18
47650,Charlot policeman,1917,,13848,35
47653,L'Émigrant,1917,,13848,35
47943,"Harry, un ami qui vous veut du bien",2000,477306,18175,18
47971,xXx - Reactivated,2017,43268457,40256,28
48034,Les Petits Mouchoirs,2010,6066433,19866,35
48150,Un Cœur en hiver,1992,208313,20789,18
48171,Le Rite,2011,12005954,29605,18
48216,La bûche,1999,,1963,18
48524,Trop belle pour toi,1989,,34262,18
48769,Papy fait de la résistance,1983,,64909,35
49001,L'Autre monde,2010,,18176,18
49014,Cosmopolis,2012,757944,224,18
49026,The Dark Knight Rises,2012,135130160,525,28
49398,Deux heures moins le quart avant Jésus Christ,1982,,24381,35
49849,Cowboys & envahisseurs,2011,21852790,15277,28
49959,Clara et les chics types,1980,,37638,10402
50212,Le quart d'heure américain,1982,,1179581,35
50216,Les héros n'ont pas froid aux oreilles,1979,,584380,35
50226,Sans peur et sans reproche,1988,,21171,35
50512,Anna Karenine,1997,98978,57851,18
51090,L'Âge de raison,2010,,55379,35
51196,La vengeance d'une blonde,1994,,16187,35
51447,Potiche,2010,201375,4387,35
51540,Comment tuer son boss ?,2011,26200000,71600,35
51861,Jet Set,2000,,74112,35
51925,Les Sous-doués en vacances,1982,,11201,35
51991,Les émotifs anonymes,2010,,145117,18
52077,Rien à déclarer,2010,,37627,35
52286,L'Étudiante,1988,,1961,10749
52366,Lucie Aubrac,1997,57319,20718,18
52451,Les Trois mousquetaires,2011,16534310,4014,12
52492,Un barrage contre le Pacifique,2008,,129896,18
52538,Mariages !,2004,,113606,35
52557,Banzaï,1983,,11201,35
52999,L'Adversaire,2002,,24485,9648
53179,Le Maître d'école,1981,,20718,35
53417,Charlot pompier,1916,,13848,35
53418,Charlot rentre tard,1916,,13848,35
53423,Charlot soldat,1918,,13848,35
53429,Jour de paye,1922,,13848,35
53430,Le Pélerin,1923,,13848,35
53520,Visage,2009,,71174,35
54147,Elle voit des nains partout !,1982,,150015,35
55787,De l'eau pour les éléphants,2011,14636862,10943,18
55976,Marche à l'ombre,1984,,21175,18
56415,Les Lyonnais,2011,,52342,80
56648,Le jouet,1976,,38507,35
56715,Les Visiteurs en Amérique,2001,,64909,35
57141,"Le ciel, les oiseaux et... ta mère !",1999,,108060,35
57243,Les Femmes du 6e étage,2010,,74118,35
57308,P.R.O.F.S,1985,,225892,35
57695,La Princesse de Montpensier,2010,846890,20556,28
58090,Le Rouge et le Noir,1997,,24507,18
58833,Tchao Pantin,1983,,20718,18
58925,Mr. Klein,1976,,39009,9648
59145,L'Assaut,2010,,84439,28
59434,Le Cave se rebiffe,1961,,33781,80
59455,Pour 100 briques t'as plus rien !,1982,,24380,35
59861,Il n'est jamais trop tard,2011,4520046,31,35
59959,Vous n'aurez pas l'Alsace et la Lorraine,1977,,11214,35
59961,Sécurité rapprochée,2012,26009525,125738,28
60175,Les Sous-doués,1980,,11201,35
60194,Le coup du parapluie,1980,,11195,35
60670,Les Rivières pourpres,2000,,2406,80
60672,Les Rivières pourpres 2 : Les Anges de l'apocalypse,2004,,16919,28
60797,Le Grand Chemin,1987,,229236,18
60859,L'Aveu,1970,,27436,18
61226,L'Incorrigible,1975,,34613,35
61404,À bout portant,2010,,77008,28
61672,"Titeuf, le film",2011,,570328,16
61765,Les tribulations d'un chinois en Chine,1965,,34613,35
61852,Le grand bazar,1973,,11201,35
62029,Bingo Bongo,1982,,53657,35
62213,Dark Shadows,2012,30690893,510,35
62363,Le viager,1972,,34630,35
62580,La Fille du puisatier,2011,,6012,18
62675,Le distrait,1970,,24501,35
62764,Blanche Neige,2012,22877315,56512,12
62790,Signé Furax,1980,,1138743,35
62848,Un drôle de paroissien,1963,,24397,35
63172,L'an 01,1973,,118020,35
63229,Le bon roi Dagobert,1984,,57641,35
63310,Bullhead,2011,,236859,80
63689,La machine à découdre,1986,,24397,35
63892,"Léon Morin, prêtre",1961,,3831,10749
64099,Un couple,1960,,24397,18
64336,Y a-t'il un Français dans la salle?,1982,,24397,18
64337,Un linceul n'a pas de Poches,1974,,24397,18
64419,Le miraculé,1987,,24397,35
64504,La femme de mon pote,1983,,34262,10749
64567,Grosse fatigue,1994,,21175,35
64584,Parfait amour!,1996,,6295,18
64675,Les rois du gag,1985,,11201,35
64682,Gatsby le magnifique,2013,43880052,6201,18
64890,La grande lessive (!),1968,,24397,35
65016,La belle endormie,2010,3598,6295,14
65086,La Dame en noir,2012,15966342,63306,18
65296,L'humanité,1999,,95901,18
65449,Le fils de Gascogne,1995,,543364,35
65754,Millénium : Les hommes qui n'aimaient pas les femmes,2011,29077178,7467,53
66129,Les Tuche,2011,,61985,35
67754,Les vécés étaient fermés de l'intérieur,1976,,37626,80
67960,Le fils préféré,1994,,24485,18
68718,Django Unchained,2012,53171029,138,18
68724,Elysium,2013,35767587,82194,878
68726,Pacific Rim,2013,50950363,10828,28
68727,Trance,2013,3032696,2034,53
68734,Argo,2012,29040516,880,18
69044,"Viens chez moi, j'habite chez une copine",1981,,37626,35
69668,Dream house,2011,4812792,53334,18
70532,Les Secrets professionnels du Dr Apfelglück,1991,,21177,35
70981,Prometheus,2012,50396267,578,878
71056,Laisse aller... c'est une valse,1971,,18563,28
71183,People Jet set 2,2004,,74112,35
71632,Mauvaise Passe,1999,,21175,18
71676,Ghost Rider : L'Esprit de vengeance,2011,18652169,20192,28
72113,Carnage,2011,3450383,3556,35
72262,Les babas cool,1981,,26183,35
72784,Vertiges,2014,1259598,82418,53
72852,Hadewijch,2009,,95901,18
73057,Quatre garçons pleins d'avenir,1997,,82289,35
73532,Le Havre,2011,,16767,18
74643,The Artist,2011,16679107,67717,18
74944,La guerre des boutons,2011,,55379,10751
75491,Le chat du rabbin,2011,,119498,35
75612,Oblivion,2013,35771071,86270,28
75656,Insaisissables,2013,14712361,18865,53
76163,Expendables 2 : Unité spéciale,2012,39071677,12786,28
76338,Thor : Le Monde des ténèbres,2013,80571425,47005,28
76493,The Dictator,2012,22422441,6767,35
76644,Le désordre et la nuit,1958,,33781,80
76772,Voici le temps des assassins...,1956,,39058,18
76872,La vie de chantier,2004,,37627,35
77460,Beur sur la ville,2011,,108060,35
77673,La vengeance du serpent à plumes,1984,,11195,12
78476,Mon pire cauchemar,2011,,48583,35
79113,Il était une fois à Castlebury...,2011,,62081,35
79756,Signes extérieurs de richesse,1983,,37638,10749
79762,Tranches de vie,1985,,26183,35
80321,Madagascar 3 : Bons baisers d'Europe,2012,93365159,12080,16
80843,La Bête du Gévaudan,2003,,590541,18
82695,Les Misérables,2012,55226221,70500,36
83542,Cloud Atlas,2012,16310358,1071,18
84316,My Brother the Devil,2012,,930699,18
84334,Sugar Man,2012,,930708,99
85735,L'amour dure trois ans,2011,,56405,10749
86834,Noé,2014,45329684,6431,18
86837,Amour,2012,3730594,6011,18
86868,La Vérité si je mens ! 3,2012,5115622,113610,35
87093,Big Eyes,2014,3610438,510,18
87421,Riddick,2013,12292161,28239,878
87502,Flight,2012,20221546,24,18
88794,J. Edgar,2011,10575753,190,18
89455,360,2012,207991,8557,18
89456,Hors Satan,2011,,95901,18
89899,Les Infidèles,2012,,25340,35
91052,J'aime regarder les filles,2011,,939098,35
91690,Les neiges du Kilimandjaro,2011,,5069,18
92424,L'Art d'aimer,2011,,65569,10749
94348,Alex Cross,2012,3794154,18878,28
97020,RoboCop,2014,30336120,52576,28
97365,De rouille et d'os,2012,3220253,17496,18
99770,Astérix et Obélix : Au service de Sa Majesté,2012,,64575,10751
99861,Avengers : L'Ère d'Ultron,2015,175675461,12891,28
100830,Radiostars,2012,,78221,35
106646,Le Loup de Wall Street,2013,49000086,1032,80
107985,Le Dernier Pub avant la fin du monde,2013,5761160,11090,35
109443,Légendes vivantes,2013,21706126,55710,35
110428,"Camille Claudel, 1915",2013,14482,95901,18
112205,Malavita,2013,4611778,59,80
116711,Epic : La bataille du royaume secret,2013,33553329,5713,16
117263,La Chute de la Maison-Blanche,2013,20128205,20907,28
118340,Les gardiens de la galaxie,2014,96597075,15218,28
120467,The Grand Budapest Hotel,2014,21825039,5655,35
121875,Dans la maison,2012,1484880,4387,35
121936,Un Bonheur n'arrive jamais seul,2012,,35959,35
127380,Le Monde de Dory,2016,128571361,7,12
128592,Du vent dans mes mollets,2012,,585078,10751
135281,Camille redouble,2012,,49168,35
135921,Everything or Nothing,2012,,589610,99
136400,2 Guns,2013,16492551,67813,28
136835,Double trahison,2014,6728801,134156,80
137116,Les Schtroumpfs et le village perdu,2017,24647943,12079,12
137182,Alabama Monroe,2012,684382,239672,18
138103,Expendables 3,2014,25771568,143059,28
138573,Le pistonné,1970,,20718,
140607,Star Wars : Le Réveil de la Force,2015,258527953,15344,28
141052,Justice League,2017,82240536,15217,28
143567,Comme des frères,2012,,1119418,35
144566,Mauvaise Fille,2012,,56404,18
144726,L'année sainte,1976,,39138,35
145220,Opération Muppets,2014,10047911,26205,35
146216,Red 2,2013,18512500,15002,28
147686,Mes héros,2012,,72266,35
149087,En solitaire,2013,878732,66842,12
149509,Horns,2013,,59291,53
152584,La Vie d'Adèle - Chapitres 1 et 2,2013,1270711,17458,10749
154400,Quand vient la nuit,2014,2381816,236859,18
156022,Equalizer,2014,24041342,20907,53
156236,Alceste à bicyclette,2013,1344984,74118,18
157336,Interstellar,2014,84390002,525,12
157370,Kill your darlings - Obsession meurtrière,2013,,1138699,18
157834,Zero Theorem,2013,96338,280,18
158423,Max,2013,,586624,35
164029,À la vitesse d'un cheval au galop,1992,,74112,
164249,Le Père Noël est une ordure,1979,,1179581,35
167364,Turf,2013,,74112,35
168259,Fast & Furious 7,2015,188281170,2127,28
168672,American Bluff,2013,31396475,17883,18
173185,20 ans d'écart,2013,,56735,35
177645,Le Débarquement,2013,,1146860,35
181283,Enfant 44,2015,415541,125738,80
186161,La Cage dorée,2013,,212080,35
188927,Star Trek  : Sans limites,2016,42933977,58189,28
190880,"Les Garçons et Guillaume, à Table !",2013,,6554,35
190955,Blood Ties,2013,301934,19866,53
192141,No Escape,2015,6802359,77147,28
192324,Sac De Nœuds,1985,,35137,35
195590,No Way Out,2016,601440,999760,53
197082,La Vénus à la fourrure,2013,42772,3556,18
197796,La Belle et la Bête,2014,6137500,8296,14
199643,Le Grand Méchant Loup,2013,,76818,35
200645,Marius,2013,,6012,18
204436,Jack et la mécanique du cœur,2014,,1186851,16
205596,Imitation Game,2014,29194463,77965,36
206647,Spectre,2015,110084326,39,28
209112,Batman v Superman : L’aube de la justice,2016,109157524,15217,28
209355,Quai d'Orsay,2013,,20556,35
210577,Gone girl,2014,46166295,7467,9648
211923,"Rive droite, rive gauche",1984,,69681,18
212716,Et (beaucoup) plus si affinités,2013,980875,71280,18
214093,L'Amour est un crime parfait,2013,,144782,53
214756,Ted 2,2015,26982950,52139,35
215303,Le cœur des hommes 3,2013,,144257,35
217807,On se calme et on boit frais à Saint-Tropez,1987,,278819,35
218993,Avant l'hiver,2013,,54273,18
220474,Deux enfoirés à Saint-Tropez,1986,,278819,35
221667,Saint Laurent,2014,,146438,18
222230,Angélique,2013,,23728,12
222270,Mieux vaut être riche et bien portant que fauché et mal foutu,1980,,278819,35
223954,Jacky au royaume des filles,2014,,83793,35
227159,Comment tuer son boss 2,2014,13458794,74619,35
228066,Docteur Frankenstein,2015,4278412,2291,18
228194,Les Recettes du bonheur,2014,11110102,5306,18
228408,Fuck UK,2012,,1177760,
228968,Kidnapping Mr. Heineken,2015,329190,76325,18
240832,Lucy,2014,15818353,59,28
241259,Alice de l'autre côté du miroir,2016,37432128,26205,12
241727,Gaspard Proust tapine,2013,,552975,35
241875,Jamais le premier soir,2014,,1276866,35
245484,Monsieur de Funès,2013,,,99
245775,Yves Saint Laurent,2014,2628286,72327,18
250734,Loin de la foule déchaînée,2015,3778747,4453,18
253344,Teach me love,2015,,56717,35
253639,And the Oscar Goes To...,2014,,109402,99
254904,The November Man,2014,4069514,21370,80
256591,Diversion,2015,19245370,56411,10749
256876,Red Army,2014,86825,1255496,99
256913,Une rencontre,2014,,229568,18
257785,Tulip Fever,2017,428208,71570,18
258489,Tarzan,2016,44592882,11343,28
263341,Tigre et Dragon 2,2016,,18899,28
265964,96 heures,2014,,73235,53
266040,Bird People,2014,,32501,18
267193,Grimsby : Agent trop spécial,2016,3147866,18865,28
268523,Libre et assoupi,2014,,78223,35
269149,Zootopie,2016,127973024,76595,16
271674,Suite Française,2014,1138089,73460,18
271718,Crazy Amy,2015,17599474,41039,35
271736,The Program,2015,410806,3224,18
272435,Gemma Bovery,2014,19337,48583,10749
273248,Les 8 Salopards,2015,19470014,138,80
273481,Sicario,2015,10503227,137427,28
274854,Le dernier chasseur de sorcières,2015,18367113,52609,14
277230,La liste de mes envies,2014,,237066,35
278927,Le Livre de la jungle,2016,120818825,15277,12
281957,The Revenant,2015,66618812,223,37
283227,Les Jardins du roi,2015,,4566,18
283995,Les gardiens de la galaxie Vol. 2,2017,107969506,15218,28
284053,Thor : Ragnarok,2017,106747140,55934,28
285387,Colt 45,2014,,72611,18
285923,Double Feature: Grindhouse,2007,3177761,2294,53
286101,Des Lendemains qui chantent,2014,,1351706,35
286217,Seul sur Mars,2015,78770236,578,18
289151,Bon rétablissement !,2014,,37633,35
289153,Tu veux ou tu veux pas,2014,,125037,35
289171,Le Grimoire d'Arkandias,2014,,225890,14
290512,La Montagne entre nous,2017,7854026,357,10749
290751,Aux yeux de tous,2015,4356873,21807,80
291805,Insaisissables 2,2016,41862667,54507,28
293767,Un jour dans la vie de Billy Lynn,2016,3866373,1614,18
296098,Le Pont des espions,2015,20684793,488,53
297761,Suicide Squad,2016,93200006,19769,28
297762,Wonder Woman,2017,102730876,6884,28
298614,Une heure de tranquillité,2014,,37626,35
299534,Avengers: Endgame,2019,,19271,12
299536,Avengers : Infinity War,2018,255779954,19271,12
301337,Downsizing,2017,6875486,13235,35
301528,Toy Story 4,2019,134174324,84496,12
302946,Mr Wolff,2016,19395005,77003,80
306819,The Danish girl,2015,8023940,70500,18
309345,Un chapeau de paille d'Italie,2012,,1723792,35
309809,Le Petit Prince,2015,12196406,57741,12
311324,La Grande Muraille,2016,41494638,607,28
314405,Tale of Tales,2015,,63973,10749
316000,Miles Ahead,2016,432558,1896,18
322125,Un homme idéal,2015,,225407,18
322240,Ma vie de chat,2016,7226805,5174,14
324668,Jason Bourne,2016,51935614,25598,28
324807,A Bigger Splash,2015,943219,78160,80
325789,Infiltrator,2016,1929601,144221,80
326597,Tom est tout seul,1995,,74112,35
329718,Altamira,2016,,58220,18
329809,L'Hermine,2015,,72005,35
330764,Le tout nouveau testament,2015,,107490,18
332794,L'Odyssée,2016,1215364,69987,12
333484,Les Sept Mercenaires,2016,20295079,20907,12
333669,Bastille Day,2016,1799699,63306,28
334074,Survivor,2015,,11266,28
334517,Jadotville,2016,,1450229,10752
335988,Transformers : The Last Knight,2017,75678144,865,28
336804,Mustang,2015,31250,1128442,18
337339,Fast & Furious 8,2017,154845595,37932,28
338189,Juste la fin du monde,2016,,143593,18
339403,Baby Driver,2017,28368135,11090,28
339527,Prémonitions,2015,2823357,1032011,53
340357,Avril et le monde truqué,2015,,1484008,53
340677,I.T.,2016,,12028,80
342281,Une famille à louer,2015,,145117,35
342878,Un moment d'égarement,2015,,58324,35
343702,Comme un avion,2015,,21769,35
344268,Les Nouvelles Aventures D'Aladin,2015,,1366322,35
345887,Equalizer 2,2018,12760545,20907,53
347031,Swiss Army Man,2016,526306,1317730,35
351192,"En mai, fais ce qu'il te plaît",2015,,70221,10752
352188,Je suis à vous tout de suite,2015,,523463,18
353491,La tour sombre,2017,14153884,74752,28
354859,La Promesse,2016,,2589,36
358725,Saint Amour,2016,,71930,35
359724,Le Mans 66,2019,27600375,366,18
359940,Three Billboards : Les Panneaux de la vengeance,2017,19815874,54472,80
360225,Un début prometteur,2015,,230064,18
363088,Ant-Man et la guêpe,2018,77834267,59026,28
363676,Sully,2016,30099702,190,18
366441,La Paresse,1962,,3776,
366566,Le Grand Partage,2015,,20073,35
366668,"Playmobil, le film",2019,,1123657,10751
369776,Les Tuche 2 : Le rêve américain,2016,,61985,35
369781,Amis publics,2016,,1539943,35
371865,Ma Loute,2016,115089,95901,35
373960,Pension complète,2015,,1011158,35
374617,Imperium,2016,4375,1458114,80
375804,Camping 3,2016,,74112,35
377263,Frantz,2016,110059,4387,36
379149,The Foreigner,2017,18171762,10702,28
381255,Éperdument,2016,,1186095,18
381262,Au nom de ma fille,2016,200000,140518,18
381283,mother!,2017,5564624,6431,18
381353,Rosalie Blum,2016,,52344,35
381356,Five,2016,,1528536,35
382509,Cézanne et moi,2016,,1963,18
382589,Rock'n Roll,2017,,19866,35
382595,Dalida,2016,433,229568,10402
383498,Deadpool 2,2018,92693426,40684,28
383869,Retour chez ma mère,2016,,121588,35
384018,Fast & Furious : Hobbs & Shaw,2019,95012374,40684,28
384727,L'Idéal,2016,,56405,35
390062,Jungle,2017,,59998,12
392044,Le crime de l'Orient-Express,2017,43979912,11181,80
392140,Ma famille t'adore déjà !,2016,,54170,35
392794,La Danseuse,2016,,1605612,18
393407,Ils sont partout,2016,,2245,35
395769,Primaire,2017,,549017,35
396371,Le Grand Jeu,2017,7410501,13520,80
398920,Il a déjà tes yeux,2017,,136745,35
398933,Tout là-haut,2017,,54274,12
398947,Le Petit Spirou,2017,,967600,35
399049,"Jeannette, l'enfance de Jeanne d'Arc",2018,,95901,10402
399121,J’accuse,2019,,3556,18
399170,Logan Lucky,2017,6056700,1884,28
399361,Triple frontière,2019,,556172,28
399579,Alita : Battle Angel,2019,50606567,2294,28
400106,Bright,2017,,19769,28
401200,Kursk,2018,,4453,18
401981,Red Sparrow,2018,18498524,10943,9648
403300,Une vie cachée,2019,379212,30715,18
404368,Ralph 2.0,2018,66152644,165787,10751
406997,Wonder,2017,,19311,18
410718,Avant le déluge,2016,,26473,99
411004,Folie douce,2009,,37186,
413362,L'Affaire Roman J.,2017,1492847,57113,18
414063,Le Fidèle,2017,,236859,80
420809,Maléfique : Le pouvoir du mal,2019,48248784,20307,14
420817,Aladdin,2019,130951549,956,12
423204,La Chute du président,2019,16670681,76422,28
423453,Sahara,2017,975000,1701518,12
424619,Les Tuche 3,2018,,61985,35
426543,Casse-noisette et les quatre royaumes,2018,7440330,4945,14
426591,Past Forward,2016,,17883,
428756,Marie-Francine,2017,,62531,35
428902,CoinCoin et les Z'inhumains,2018,,95901,35
429070,Les Fantômes d'Ismaël,2017,,38883,18
431135,Eva,2018,,229263,18
431693,Les Incognitos,2019,,587699,16
431937,Mr & Mme Adelman,2017,,932524,10749
432068,Le Sens de la fête,2017,2975000,84425,35
432616,La Promesse de l'aube,2017,,563586,18
432618,Coexister,2017,,544655,35
432974,L'excès Contraire,1988,,21175,35
432976,Icare,2017,,1208891,99
434273,Un profil pour deux,2017,,933226,10749
437399,Chacun sa vie,2017,,16862,35
440762,Jay and Silent Bob Reboot,2019,126413,19303,35
443401,La Deuxième Étoile,2017,,136745,35
443791,Underwater,2020,4202178,125324,27
446044,Les Ex,2017,,132542,35
446354,Pentagon Papers,2017,21812932,488,18
449684,Girls with Balls,2019,,1337034,27
451646,Mon Garçon,2017,,70221,18
451657,Jusqu'à la garde,2018,10181,19077,18
452187,Le Brio,2017,,2245,35
452188,Daddy Cool,2017,,1364491,35
453405,Gemini Man,2019,21683689,1614,28
456165,La ch'tite famille,2018,,37627,35
457335,Guns Akimbo,2020,,1422673,35
458156,John Wick 3 : Parabellum,2019,40837412,40644,28
458423,Mamma Mia ! Here We Go Again,2018,1507936,17510,35
462503,Les Grands Esprits,2017,,1580866,35
463387,Un peuple et son roi,2018,,56382,18
463906,Le Saint,2017,,5917,28
466272,Once Upon a Time… in Hollywood,2019,46781405,138,18
467482,Un homme pressé,2018,,130663,35
468202,La Fille dans le brouillard,2017,,1563462,80
468207,La villa,2017,,5069,18
469055,La Finale,2018,,1862161,35
470894,At First Light,2018,,1046127,53
471856,Doubles vies,2018,,21678,35
474331,Au Poste !,2018,,133398,35
475557,Joker,2019,134052222,57130,80
478508,Les Confins du monde,2018,,17623,10752
478820,L'Empereur de Paris,2018,,58324,36
480490,"Vitalium, Valentine !",2017,,1134661,35
481762,"Neuilly sa mère, sa mère !",2018,,1335250,35
484482,Le Grand Bain,2018,,54291,18
484751,Sauver ou périr,2018,,1014557,18
484901,Frères ennemis,2018,,585161,18
485189,"Plaire, aimer et courir vite",2018,,76910,18
487476,Le Jeu,2018,,77008,18
487631,Adoration,2020,,72611,18
489415,Voyez comme on danse,2018,,21175,18
490422,"Mme Mills, une voisine si parfaite",2018,,1957,35
491472,At Eternity's Gate,2018,,7482,18
500860,Nevada,2019,143071,131827,18
501907,Un ami extraordinaire,2019,,177532,18
510452,All Inclusive,2019,,74112,35
510456,Chacun pour tous,2018,,1185267,35
512056,Adults in the Room,2019,,27436,18
514239,Les Vieux Fourneaux,2018,,929142,35
515001,Jojo Rabbit,2019,,55934,35
515047,La Chute de l'empire américain,2018,,38516,18
515841,Je ne suis pas un homme facile,2018,,583851,35
516525,Seth Rogen's Hilarity for Charity,2018,,109744,35
517909,The Laundromat : L'affaire des Panama Papers,2019,,1884,18
519106,En liberté !,2018,,51116,35
525428,Waiting for Anya,2020,,1297483,18
528773,"Tanguy, le retour",2019,,20849,35
529983,The Poison Rose,2019,,21792,53
531735,Ibiza,2019,,146000,35
536869,Cats,2019,8994364,70500,35
538065,Braquer Poitiers,2019,,2124120,35
542830,Nous finirons ensemble,2019,,19866,35
544345,Just a Gigolo,2019,,61985,35
544510,Edmond,2019,,431148,36
546554,À couteaux tirés,2019,31624571,67367,9648
551332,Les Deux Papes,2019,29079,8557,18
559401,Sibyl,2019,,1175620,18
566454,Le Mystère Henri Pick,2019,,71506,18
567604,Deadpool 2 : Il était une fois Deadpool,2018,,40684,35
581528,"Le gangster, le flic et l'assassin",2019,3118187,1910480,80
582906,Les Éblouis,2019,,1402424,18
583268,Deux moi,2019,,17520,18
586940,J'ai perdu mon corps,2019,,550481,16
589982,Donne-moi des ailes,2019,,139818,12
590017,Le dindon,2019,,72327,35
592480,Alice et le maire,2019,,1177758,35
595867,Chambre 212,2019,,76910,35
595975,La belle époque,2019,,932524,35
595985,Cold Blood Legacy - La mémoire du sang,2019,,1049006,53
611241,Andy,2019,,1804517,35
612368,Au nom de la terre,2019,,2351966,18
613367,Papi Sitter,2020,,74114,35
631143,QT8 : The First Eight,2019,,1188493,99
669778,Les 60 ans du one-man-show,2020,,2529489,99
